paper_title,source_id,notebook_present,local_present,local_relpath,local_filename,current_folder,final_status,extraction_readiness,alias_of,response_rate,response_growth,response_reproduction,response_survival,response_mechanism,moderator_environment,moderator_traits,hypothesis_traits,hypothesis_environment,hypothesis_wound_type,hypothesis_geometry,hypothesis_integration,adjudication_basis,final_rationale,screening_bucket,candidate_bins,screening_notes
Levanoni - 2021 - Coral Tissue Growth and Regeneration Conjoin the Advent of Adult Stem Cell-Like Cells.pdf,bbeda1b0-0f29-4d5b-aca5-7a930eb1be76,1,1,literature/MECHANISMS_ONLY/Levanoni - 2021 - Coral Tissue Growth and Regeneration Conjoin the Advent of Adult Stem Cell-Like Cells.pdf,Levanoni - 2021 - Coral Tissue Growth and Regeneration Conjoin the Advent of Adult Stem Cell-Like Cells.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,0,0,1,manual_override,Stem-cell regeneration thesis relevant to mechanisms rather than pooled macro endpoints.,review_needed,,No audit record yet.
Levanoni et al. - 2024 - Coral Tissue Regeneration and Growth Is Associated with the Presence of Stem-like Cells.pdf,bf7c803e-e2d9-4ba0-9d47-d645896f4be4,1,1,literature/MECHANISMS_ONLY/Levanoni et al. - 2024 - Coral Tissue Regeneration and Growth Is Associated with the Presence of Stem-like Cells.pdf,Levanoni et al. - 2024 - Coral Tissue Regeneration and Growth Is Associated with the Presence of Stem-like Cells.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,1,0,0,1,carry_forward_prior_audit,"[Narrative/Mechanism Only] While it lacks extractable macroscopic regeneration rates in the text (Bin 1), the paper provides exceptional mechanistic data (Bin 5) regarding the mobilization of adult stem cell-like cells, Piwi/pH3 expression, and the formation of a regenerating ""addendum"" [1, 4].",include_mechanism_only,rate|mechanism,"[Narrative/Mechanism Only] While it lacks extractable macroscopic regeneration rates in the text (Bin 1), the paper provides exceptional mechanistic data (Bin 5) regarding the mobilization of adult stem cell-like cells, Piwi/pH3 expression, and the formation of a regenerating ""addendum"" [1, 4]."
"Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf",e1fe67b6-7beb-43ff-bb09-b0b2262e6d05,1,1,"literature/META_ANALYSIS_POOL/Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf","Lirman - 2000 - Fragmentation in the branching coral Acropora palmata (Lamarck) growth, survivorship, and reproduct.pdf",META_ANALYSIS_POOL,include_primary,ready_extract,,0,1,1,1,0,0,1,1,0,1,0,0,carry_forward_prior_audit,"[Include in Bin 3] The excerpted table provides clear, extractable sample sizes and percentage data demonstrating the reproductive costs associated with fragmentation damage.",include_primary,growth|reproduction|survival,"[Include in Bins 2, 3, 4] Primary fragmentation paper with extractable growth, reproductive, and survivorship consequences of damage."
"Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf",3764e810-0eb0-4d34-baca-2c5136c95bc8,1,1,"literature/META_ANALYSIS_POOL/Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf","Lirman - 2000 - Lesion regeneration in the branching coral Acropora palmata effects of colonization, colony size, l.pdf",META_ANALYSIS_POOL,include_primary,ready_extract,,1,0,0,0,0,0,1,1,0,0,1,0,carry_forward_prior_audit,"[Include in Bin 1] An excellent primary data source providing highly standardized linear closure rates, precise variance (SE), and distinct sample sizes categorized by initial lesion size.",include_primary,rate,"[Include in Bin 1] An excellent primary data source providing highly standardized linear closure rates, precise variance (SE), and distinct sample sizes categorized by initial lesion size."
Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,d110a8f5-278e-4ba7-a502-32eb61aed5cb,1,1,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,1,0,1,0,0,0,0,0,0,0,0,manual_override,Primary propagation/fragmentation methods paper with direct growth and survivorship consequences of collection damage.,review_fulltext_needed,,"[Exclude] Primary quantitative data cannot be extracted from the provided text fragments. || [Exclude] The source text is missing from the data pool, preventing any data extraction."
Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro-fragmentation in the scleractinian.pdf,,0,1,literature/DUPLICATES/Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro-fragmentation in the scleractinian.pdf,Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro-fragmentation in the scleractinian.pdf,DUPLICATES,duplicate_alias,not_for_extraction,Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf,0,0,0,0,0,0,0,0,0,0,0,0,duplicate_collapse,Duplicate or alternate copy of Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf.,include_mechanism_only,mechanism|rate|growth,"[Narrative/Mechanism Only] The paper provides a highly valuable transcriptomic model for Bin 5 (showing that fragmentation triggers calcium homeostasis disruption, ER stress, and antioxidant expression to stimulate rapid healing) [19, 23, 24], but the text is deficient in the raw macroscopic data required for Bins 1–4 effect size extraction. || [Narrative/Mechanism Only] The paper provides a highly valuable transcriptomic and physiological model for Bin 5 (showing that fragmentation triggers calcium homeostasis disruption, ER stress, and antioxidant expression to stimulate rapid healing) [5, 6], but the text is deficient in the raw macroscopic data required for Bins 1–4 effect size extraction. || [Narrative/Mechanism Only] A pioneering transcriptomic study providing critical mechanistic evidence (Bin 5) that calcium homeostasis disruption acts as the cellular trigger for rapid wound healing and accelerated growth. However, it lacks the raw extractable macroscopic tissue regeneration data needed for Bins 1–4."
Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf,3077a17c-6c27-4f2e-9b9c-6efea0b17328,1,1,literature/MECHANISMS_ONLY/Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf,Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,1,0,0,manual_override,Mechanistic micro-fragmentation paper emphasizing physiology and gene regulation.,review_needed,,No audit record yet.
"Lock - Quantifying physiological responses to physical injury in Porites lobata, using a transcriptomic app.pdf",d3d8c44a-eb30-458a-9f59-d93894d9305b,1,1,"literature/DUPLICATES/Lock - Quantifying physiological responses to physical injury in Porites lobata, using a transcriptomic app.pdf","Lock - Quantifying physiological responses to physical injury in Porites lobata, using a transcriptomic app.pdf",DUPLICATES,duplicate_alias,not_for_extraction,Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro‐fragmentation in the scleractinian.pdf,0,0,0,0,0,1,0,0,0,0,0,0,manual_override,Project/proposal-style duplicate linked to the later published Lock et al. paper.,review_needed,,No audit record yet.
Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,070cf5f2-ae03-4d99-8e1b-7e07f8428803,1,1,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,0,0,0,0,0,0,0,manual_override,Early primary regeneration study on skeletal/tissue repair in Red Sea scleractinians.,review_fulltext_needed,,"[Exclude] Paper is missing from the data pool, preventing any data extraction. || [Exclude] Primary quantitative data cannot be extracted from the provided text fragment."
Luz et al. - 2018 - A polyp from nothing The extreme regeneration capacity of the Atlantic invasive sun corals Tubastra.pdf,9189fc2a-add9-4066-aebe-ad7bfaa7973b,1,1,literature/EXCLUDED_FINAL/Luz et al. - 2018 - A polyp from nothing The extreme regeneration capacity of the Atlantic invasive sun corals Tubastra.pdf,Luz et al. - 2018 - A polyp from nothing The extreme regeneration capacity of the Atlantic invasive sun corals Tubastra.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,1,1,0,0,0,manual_override,Extreme whole-polyp regeneration in sun corals is outside the lesion-healing comparability needed here.,review_fulltext_needed,,"[Exclude] While providing interesting whole-body regeneration data for an invasive species, the text excerpt lacks the exact numerical means and variance (SD/SE) for the continuous healing metrics required for a meta-analysis database. || [Exclude] While the study models the exact variables required for evaluating total regeneration (morphallaxis) from tiny fragments, the provided text excerpts are deficient in the raw extractable continuous data (means and variances) required for meta-analysis effect size calculation."
"Luz et al. - 2021 - High regenerative capacity is a general feature within colonial dendrophylliid corals (Anthozoa, Scl.pdf",6627c0f6-ee21-4eef-9651-e3312a7695dc,1,1,"literature/EXCLUDED_FINAL/Luz et al. - 2021 - High regenerative capacity is a general feature within colonial dendrophylliid corals (Anthozoa, Scl.pdf","Luz et al. - 2021 - High regenerative capacity is a general feature within colonial dendrophylliid corals (Anthozoa, Scl.pdf",EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,1,0,0,1,0,0,0,manual_override,Broad regenerative-capacity paper on dendrophylliids rather than lesion-healing outcomes in the focal wound framework.,review_fulltext_needed,,"[Exclude] The provided text lacks the extractable primary quantitative means, variances, and sample sizes necessary for PRISMA-standard data extraction."
Madeira et al. - 2022 - Does Predation Exacerbate the Risk of Endosymbiont Loss in Heat Stressed Hermatypic Corals Molecula.pdf,66c25dd3-3ef3-4d36-9930-e9b3e852913d,1,1,literature/MECHANISMS_ONLY/Madeira et al. - 2022 - Does Predation Exacerbate the Risk of Endosymbiont Loss in Heat Stressed Hermatypic Corals Molecula.pdf,Madeira et al. - 2022 - Does Predation Exacerbate the Risk of Endosymbiont Loss in Heat Stressed Hermatypic Corals Molecula.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,1,1,0,0,manual_override,Predation-plus-heat physiology paper focused on endosymbiont loss rather than pooled healing/growth endpoints.,include_mechanism_only,rate|growth|mechanism|survival,"[Narrative/Mechanism Only] The study yields excellent multi-stressor data regarding cellular/molecular mechanisms (Bin 5), measuring Integrated Biomarker Responses via Hsp70, Ubiquitin (Ub), and Total Antioxidant Capacity (TAC) [20, 21]. However, it lacks the continuous macroscopic growth or healing metrics with extractable variance required for Bins 1 and 2. || [Narrative/Mechanism Only] The macroscopic health and survival data are categorical (percentages without variance). However, the study provides excellent mechanistic data (Bin 5) demonstrating how oxidative stress and protein turnover biomarkers respond to the synergistic impacts of heat stress and predation."
Maher et al. - 2019 - Multiple stressors interact primarily through antagonism to drive changes in the coral microbiome.pdf,9a245adb-106c-490c-947c-09299931b851,1,1,literature/MECHANISMS_ONLY/Maher et al. - 2019 - Multiple stressors interact primarily through antagonism to drive changes in the coral microbiome.pdf,Maher et al. - 2019 - Multiple stressors interact primarily through antagonism to drive changes in the coral microbiome.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,1,0,0,0,manual_override,Microbiome experiment with simulated predation and heat stress; useful mechanistically but not a core macro-endpoint dataset.,include_mechanism_only,mechanism,"[Narrative/Mechanism Only] The paper offers excellent multi-stressor microbiome data (Bin 5) demonstrating that ammonium enrichment counteracts the negative effects of temperature on healing, but the text is deficient in the raw extractable macroscopic data needed for Bins 1 and 2. || [Narrative/Mechanism Only] Excellent mechanistic study demonstrating microbial dysbiosis and shifts in opportunistic bacteria during tissue regeneration under multi-stressor scenarios (Bin 5), but lacks the raw extractable macroscopic tissue regeneration data needed for Bins 1–4."
Mass et al. - 2016 - Temporal and spatial expression patterns of biomin.pdf,,0,1,literature/EXCLUDED_FINAL/Mass et al. - 2016 - Temporal and spatial expression patterns of biomin.pdf,Mass et al. - 2016 - Temporal and spatial expression patterns of biomin.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,manual_override,Developmental biomineralization paper rather than post-injury repair.,review_needed,,No audit record yet.
Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,6b96575e-9bf7-46f2-a12e-73b565f46629,1,1,literature/META_ANALYSIS_POOL/Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,1,0,0,1,0,0,0,0,1,0,0,0,carry_forward_prior_audit,"[Include in Bins 1, 4] Robust primary data source showing the physiological costs of bleaching on lesion recovery and survival, though the exact sample size must be retrieved from the full manuscript.",include_primary,survival|rate,"[Include in Bins 1, 4] Robust primary data source showing the physiological costs of bleaching on lesion recovery and survival, though the exact sample size must be retrieved from the full manuscript."
Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,c84ce087-58f5-4e19-a373-34f57299f6d0,1,1,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,1,0,0,0,0,0,0,0,1,0,0,manual_override,Core trade-off paper linking lesion healing to colony growth in Montastrea annularis.,include_primary_needs_fulltext,growth|rate,"[Include in Bins 1, 2] A foundational study directly linking regeneration prioritization to somatic growth suppression, but data extraction will require figure digitization. || [Exclude] A foundational study linking regeneration to somatic growth costs, but the provided excerpts are entirely deficient in the raw extractable data (means and variances), providing only ANOVA significance outputs."
Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,398d01aa-1e0e-4c46-9989-8490ca8748d5,1,1,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,0,0,1,0,1,1,1,1,0,0,0,manual_override,Primary partial-mortality paper relevant to the survival consequences of damage and morphology.,include_primary_needs_fulltext,survival,"[Include in Bin 4] Provides extractable, standardized quantitative field data on the prevalence and size of natural background partial mortality across different coral morphologies. || [Exclude] While the study models partial mortality relative to colony morphology, the provided text excerpts are deficient in raw extractable data. Evaluating true effect sizes and variances would require digitizing the manuscript's figures."
"Meszaros and Bigger - 1999 - Qualitative and Quantitative Study of Wound Healing Processes in the Coelenterate,Plexaurella fusife.pdf",e957b976-8e47-418c-be44-723926e87225,1,1,"literature/EXCLUDED_FINAL/Meszaros and Bigger - 1999 - Qualitative and Quantitative Study of Wound Healing Processes in the Coelenterate,Plexaurella fusife.pdf","Meszaros and Bigger - 1999 - Qualitative and Quantitative Study of Wound Healing Processes in the Coelenterate,Plexaurella fusife.pdf",EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,carry_forward_prior_audit,"[Exclude] *Reason:* The studied organism is a gorgonian (soft coral), falling entirely outside the taxonomic scope of a Scleractinian data pool. Furthermore, the provided text lacks extractable macroscopic regeneration rates.",exclude_scope,rate,"[Exclude] *Reason:* The studied organism is a gorgonian (soft coral), falling entirely outside the taxonomic scope of a Scleractinian data pool. Furthermore, the provided text lacks extractable macroscopic regeneration rates."
Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,f46ad039-b2d6-4a0a-860d-98cf61f2a7de,1,1,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,1,0,1,0,0,0,0,0,1,0,0,manual_override,Primary experiment on predation and seaweed competition affecting coral growth and survival.,review_needed,,No audit record yet.
Moses and Hallock - 2015 - Coral Regeneration Assay.pdf,d09112aa-142c-46bf-bddf-1e2fd6d45003,1,1,literature/EXCLUDED_FINAL/Moses and Hallock - 2015 - Coral Regeneration Assay.pdf,Moses and Hallock - 2015 - Coral Regeneration Assay.pdf,EXCLUDED_FINAL,exclude_review,not_for_extraction,,0,0,0,0,0,0,0,0,0,0,0,0,carry_forward_prior_audit,"[Exclude] *Reason:* This is a book chapter describing the generalized protocols and methodology for conducting a coral regeneration assay. It does not contain original primary quantitative data for extraction. || [Exclude] This is a methodological book chapter, not a primary research article providing original, extractable quantitative data.",exclude_review,,"[Exclude] *Reason:* This is a book chapter describing the generalized protocols and methodology for conducting a coral regeneration assay. It does not contain original primary quantitative data for extraction. || [Exclude] This is a methodological book chapter, not a primary research article providing original, extractable quantitative data."
Barbara - Host and Symbiont Physiology During Wound Regeneration in Acropora pulchra Under.pdf,c9a7e412-6f2f-4baf-9cde-29e23e6aeeb0,1,1,literature/META_ANALYSIS_POOL/Barbara - Host and Symbiont Physiology During Wound Regeneration in Acropora pulchra Under.pdf,Barbara - Host and Symbiont Physiology During Wound Regeneration in Acropora pulchra Under.pdf,META_ANALYSIS_POOL,include_primary,ready_extract,,1,1,0,0,1,1,0,0,1,0,0,0,carry_forward_prior_audit,"[Include in Bins 1, 2] A robust primary data source providing extractable quantitative outcomes and variance for both growth costs and tissue regeneration probabilities under thermal stress.",include_primary,growth|rate,"[Include in Bins 1, 2] A robust primary data source providing extractable quantitative outcomes and variance for both growth costs and tissue regeneration probabilities under thermal stress."
Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,8c205a55-4093-46c5-a7c2-e356c8bf6a7c,1,1,literature/META_ANALYSIS_POOL/Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,1,0,0,1,0,0,0,manual_override,Primary lesion-regeneration comparison among sympatric Porites morphs.,review_fulltext_needed,rate,"[Exclude] *Reason:* The provided text excerpt is deficient in raw extractable data. It describes the statistical significance of the findings but lacks the actual numerical means, variances, and sample sizes for the regeneration rates directly in the text."
Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,1,1,literature/META_ANALYSIS_POOL/Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,1,1,1,1,0,0,0,manual_override,Primary depth-gradient lesion-regeneration study in Porites astreoides and Stephanocoenia michelinii.,include_primary_conflicted,rate,"[Exclude] *Reason:* While highly relevant for depth-related regeneration tradeoffs, the provided text snippet is deficient. The raw means and variances for the healing rates are completely missing from the text and are only depicted visually in the paper's figures. || [Include in Bin 1] A highly relevant primary study testing depth-related environmental influences on continuous regeneration rates. However, data extraction will require digitizing the figures, as the provided text is deficient in raw regeneration numbers."
Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,9f560a14-a39a-4d71-8d68-9c14a4001c75,1,1,literature/META_ANALYSIS_POOL/Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,0,0,1,1,0,0,0,0,1,0,0,manual_override,Primary test of whether corallivore scars alter pathogen susceptibility; relevant to wound consequences via disease risk.,review_fulltext_needed,,"[Exclude] *Reason:* The source text is functionally missing from the data pool, containing only introductory methodology without any results, primary quantitative data, or extractable outcomes. || [Exclude] Primary quantitative data cannot be extracted from the provided text fragments."
Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,d17e3c0b-32a1-4c10-94fa-7558d22f726e,1,1,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,1,0,0,0,0,1,1,0,0,0,0,manual_override,Primary branching-coral experiment on regeneration versus growth allocation.,review_fulltext_needed,,"[Exclude] While the study measures relevant outcomes for multiple bins, the provided text excerpts are deficient in extractable raw quantitative data (means, variances, and sample sizes). || [Exclude] While the study measures relevant outcomes for multiple bins, the provided text excerpts are severely truncated (mostly abstract and references) and deficient in extractable raw quantitative data (means, variances, and precise sample sizes)."
Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,84a7b2a4-6982-4dce-a39a-2d4f07d0176b,1,1,literature/META_ANALYSIS_POOL/Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,0,0,0,0,0,0,0,0,1,0,manual_override,Core lesion geometry paper for Favia favus.,review_fulltext_needed,,[Exclude] The provided text snippet is deficient in raw extractable data. It describes the statistical significance of the findings but lacks the actual numerical means and variances. || [Exclude] Primary quantitative parameters essential for meta-analysis cannot be extracted from the provided text fragments.
Oren et al. - 1997 - Oriented intra-colonial transport of 14C labeled materials during coral regeneration.pdf,86b70912-c65a-4dfd-8cdc-211d14ecd270,1,1,literature/MECHANISMS_ONLY/Oren et al. - 1997 - Oriented intra-colonial transport of 14C labeled materials during coral regeneration.pdf,Oren et al. - 1997 - Oriented intra-colonial transport of 14C labeled materials during coral regeneration.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,0,0,1,carry_forward_prior_audit,"[Narrative/Mechanism Only] A foundational mechanism paper providing proof of extended colony integration and energetic resource translocation (Bin 5) during wound healing, but lacking extractable macroscopic Bins 1–4 data. || [Narrative/Mechanism Only] An exceptional mechanistic study demonstrating oriented intra-colonial transport of resources to regenerating lesions (colony integration) [1], but it lacks the continuous macroscopic recovery rates required for Bins 1–4 [1, 2].",include_mechanism_only,mechanism|rate,"[Narrative/Mechanism Only] A foundational mechanism paper providing proof of extended colony integration and energetic resource translocation (Bin 5) during wound healing, but lacking extractable macroscopic Bins 1–4 data. || [Narrative/Mechanism Only] An exceptional mechanistic study demonstrating oriented intra-colonial transport of resources to regenerating lesions (colony integration) [1], but it lacks the continuous macroscopic recovery rates required for Bins 1–4 [1, 2]."
"Oren et al. - 1998 - Prudent sessile feeding by the corallivore snail, Coralliophila violacea on coral energy sinks.pdf",dde2eb4e-630f-4dd2-a809-c749772d9523,1,1,"literature/MECHANISMS_ONLY/Oren et al. - 1998 - Prudent sessile feeding by the corallivore snail, Coralliophila violacea on coral energy sinks.pdf","Oren et al. - 1998 - Prudent sessile feeding by the corallivore snail, Coralliophila violacea on coral energy sinks.pdf",MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,1,0,0,1,1,0,0,manual_override,"Predator-behavior/energy-sink paper useful for narrative context, but not an extractable wound-response dataset.",review_fulltext_needed,,"[Exclude] Paper is missing from the data pool, preventing any data extraction."
Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,a3b88246-eb7f-49ed-a997-67c6d36e9413,1,1,literature/META_ANALYSIS_POOL/Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,1,0,1,0,1,0,0,0,0,0,0,1,manual_override,Primary regeneration and colony-integration experiment central to the translocation hypothesis.,include_primary_needs_fulltext,rate|reproduction,"[Exclude] While this study measures the exact variables required for Bins 1 and 3, the provided text excerpts are deficient in raw extractable data (means and variances), making extraction impossible without visual digitization of the original manuscript's figures. || [Include in Bins 1, 3] A foundational study explicitly testing the localized regeneration hypothesis versus colony integration by measuring healing rates and localized reproductive costs [4]. However, data extraction will require accessing the full manuscript's tables or digitizing its figures."
Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,d7f996dc-c00b-423c-b424-965cd78f9d1b,1,1,literature/META_ANALYSIS_POOL/Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,0,0,1,1,0,0,0,0,1,0,0,manual_override,"Injury-initiation experiment relevant to disease-mediated consequences of damage, with lesion progression rates.",review_fulltext_needed,rate|growth,"[Exclude] The paper focuses on ciliate colonization and disease, lacking an extractable, standardized daily continuous tissue healing rate or comparison of macroscopic somatic growth costs. || [Exclude] The paper focuses on ciliate colonization and disease [8, 9], lacking an extractable, standardized daily continuous tissue healing rate or comparison of macroscopic somatic growth costs [7]."
Palacio-Castro et al. - 2023 - Increased dominance of heat-tolerant symbionts cre.pdf,,0,1,literature/EXCLUDED_FINAL/Palacio-Castro et al. - 2023 - Increased dominance of heat-tolerant symbionts cre.pdf,Palacio-Castro et al. - 2023 - Increased dominance of heat-tolerant symbionts cre.pdf,EXCLUDED_FINAL,exclude_scope,not_for_extraction,,0,0,0,0,0,0,0,0,1,0,0,0,manual_override,Symbiont/heat paper without injury treatment.,review_needed,,No audit record yet.
Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,3f852e08-6b2f-488b-9351-0f78b2ba41a5,1,1,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,META_ANALYSIS_POOL,include_primary,needs_digitization,,0,1,0,1,0,0,0,0,0,1,0,0,manual_override,Primary corallivory-response paper linking predation to coral performance.,review_fulltext_needed,,"[Exclude] The source text is missing from the data pool, preventing any data extraction. || [Exclude] The source text is missing from the data pool, preventing any data extraction [10, 11]."
Palmer et al. - 2011 - Corals Use Similar Immune Cells and Wound-Healing Processes as Those of Higher Organisms.pdf,2e735d26-55d4-4833-a8a9-56496e2d0d3c,1,1,literature/MECHANISMS_ONLY/Palmer et al. - 2011 - Corals Use Similar Immune Cells and Wound-Healing Processes as Those of Higher Organisms.pdf,Palmer et al. - 2011 - Corals Use Similar Immune Cells and Wound-Healing Processes as Those of Higher Organisms.pdf,MECHANISMS_ONLY,include_mechanism_only,not_for_extraction,,0,0,0,0,1,0,0,0,0,0,0,0,manual_override,Important mechanistic wound-healing paper with immune-cell focus.,review_needed,,No audit record yet.
