source_id,paper_title,final_status,extraction_readiness,response_rate,response_growth,response_reproduction,response_survival,moderator_environment,moderator_traits,study_type,study_year,location_raw,site_name,country_territory,water_body,latitude_raw,longitude_raw,latitude,longitude,depth_min_m,depth_max_m,species,growth_form,tissue_type,colony_size_cm,symbiont_status,lesion_source,lesion_method,lesion_type,area_mm2,rel_wound_size,perimeter_mm,lesion_depth,num_lesions,lesion_position,temperature_c,temp_manip,ph_or_pco2,nutrient_enrich,light_par,light_regime,sedimentation,flow_regime,sample_size,replication_level,randomization,blocking,control_description,notes,notebook_covariate_status,query_batch_id,query_attempts,latitude_approx,longitude_approx,approx_coordinate_basis,approx_coordinate_confidence,approx_location_notes,latitude_best,longitude_best,best_coordinate_basis,best_coordinate_confidence
6b96575e-9bf7-46f2-a12e-73b565f46629,Meesters and Bak - 1993 - Effects of coral bleaching on tissue regeneration potential and colony survival.pdf,include_primary,ready_extract,1,0,0,1,0,0,field,1990,leeward coast of Curacao,"Site 1, Site 2, Site 3",Netherlands Antilles,,,,,,2,25,"Montastrea annularis, Porites astreoides, Meandrina meandrites","hemispherical, massive",colony,12-80,zooxanthellate (normal and bleached),experimental,artificial lesions,tissue,"130, 160",,,,,"in between the collines, on top of a polyp mouth, and approximately in the middle of the colony",27.8-30.8,thermal effluent of a power plant,,,,,,,217,5 to 50 colonies per species per treatment,,,normally coloured colonies; colonies upcurrent of the thermal effluent,"Assessed the influence of coral bleaching and long-term exposure to a thermal effluent on tissue regeneration of artificial lesions. Bleached colonies exhibited lower regeneration rates and higher mortality, while colonies exposed to the thermal effluent regenerated as rapidly as normal colonies, suggesting acclimatization. [repair: Coordinates were not explicitly reported in the source text.] [agent repair: Multiple depth bands were explicitly reported. Temperature was 27.8-30.8 C. Sample sizes were 1, 5, 9, 20, 24, 27, 31, and 50. Growth form was massive/hemispherical. Coordinates were not recoverable.]",parsed,batch_072,1,12.1775,-68.2385,island_centroid,medium,Bonaire island-level bleaching experiment; site labels were not geographically specific.,12.1775,-68.2385,island_centroid,medium
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,include_primary,needs_digitization,1,1,0,0,0,0,field,,island of Curaçao,Carmabi buoy 1,Netherlands Antilles,,,,,,7,7,Montastrea annularis,columnar,core,,,experimental,cylindrical grinding stone,tissue and skeleton,170,8.8%,,2.16 mm,1,,,,,,49.8 E m-2,,,,40,"20 colonies, 2 cores per colony (1 control, 1 damaged)",haphazardly collected colonies; randomly assigned to 3 handling groups,pairwise design excluding variation between colonies,undamaged core from the same colony,"Studied the influence of colony tissue regeneration on short-term growth by buoyant weighing. Growth was reduced in damaged cores and calcification remained suppressed even after regeneration slowed down. [repair: Coordinates were not explicitly reported in the text, and specific ambient temperature values for the study were not provided, only referenced as being close to 26-27 °C from another study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_073,1,12.124722,-68.972222,site_facility_centroid,high,Carmabi buoy 1 site on Curaçao.,12.124722,-68.972222,site_facility_centroid,high
398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,include_primary,needs_digitization,0,0,0,1,1,1,field,,"coast of the Caribbean island of Curacao, Netherlands Antilles","Avila beach hotel, Carmabi buoy 2, Seaquarium",Netherlands Antilles,Caribbean Sea,,,,,1.5,3.5,"Acropora palmata, Diploria strigosa, Porites astreoides","branching, massive","colony, branch",up to 100,,natural,bottom associated and non-bottom associated processes,tissue,10->10000,<0.1%,,,,"completely surrounded by living tissue (type I), edge of living tissue (type II), upperside and underside of branches",,,,,,,,,446,"111 A. palmata, 155 D. strigosa, and 179 P. astreoides colonies across 3 sites",three random branches measured per A. palmata colony,,,"Quantified partial tissue mortality in three coral species with distinctly different colony morphologies. Found that lesion type and size relate to colony morphology, where species with high perimeter-to-surface-area ratios are more vulnerable to bottom-associated (Type II) lesions. [repair: Coordinates and experimental or ambient water temperatures were not explicitly reported in the study.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. Temperature was not reported as a single explicit study-level value.]",parsed,batch_074,1,12.105,-68.926,study_extent_midpoint,medium,"Three-site Curaçao reef survey across Avila Beach Hotel, Carmabi buoy 2, and Seaquarium; using the survey-area centroid.",12.105,-68.926,study_extent_midpoint,medium
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,include_primary,needs_digitization,0,1,0,1,0,0,field,1996,"relict spur and groove zone at Pickles Reef, Key Largo, Fl",Pickles Reef,USA,,24°59.200' N,80°25.133' W,24.986667,-80.418883,6,8,"Porites divaracata, Porites porites",branching,fragment,,,natural,fish bites,partial and total predation,,"one-quarter, one-half, three-quarters, or completely eaten",,,,"base, whole branches",,,,,,,,,"15 replicate blocks per treatment initially (n=12-13 analyzed), each containing 2 to 4 coral fragments depending on the experiment","15 groups of three cinder blocks, each with full-cage, half-cage, and no-cage treatments",,cinder block,"half-cage control, bare mesh control","Conducted field experiments using caging and seaweed pre-planting to examine the effects of grazing fishes on coral/seaweed competition and direct fish predation on coral transplants. [repair: Initial artificial lesion areas were not applicable as the study measured natural predation and bite scars, and ambient or experimental water temperatures were not reported.] [agent repair: No explicit lesion area, temperature, or other conservative covariate recovery was available from the NotebookLM pass.]",parsed,batch_076,1,,,,,,24.986667,-80.418883,reported_exact,high
c9a7e412-6f2f-4baf-9cde-29e23e6aeeb0,Barbara - Host and Symbiont Physiology During Wound Regeneration in Acropora pulchra Under.pdf,include_primary,ready_extract,1,1,0,0,1,0,laboratory,2023,northern shore of Moorea; Richard B. Gump Marine Research Station,Richard B. Gump Marine Research Station,French Polynesia,Cook's Bay,17.48725° S,149.88693° W,-17.487250,-149.886930,,,Acropora pulchra,branching,fragment,,symbiotic,experimental,"tapered micro spatula tool, Gryphon Diamond Blade Saw","abrasion, fragmentation","22, 95",,,,1,branch tip,27.9,29.5,,,344,11h:13h day:night cycle,,"partially recirculating seawater aquaria, 244 to 298 L/hr",108,6 parental colonies; 18 fragments per colony,treatments randomly assigned within parental colony; haphazardly distributed in aquaria,parental colony,uninjured fragments at ambient temperature (27.9 °C),"Investigated the role of temperature and injury type (abrasion vs. fragmentation) on energy acquisition, allocation, and utilization during regeneration in Acropora pulchra. [repair: Numeric depth bounds were not explicitly reported in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_078,1,,,,,"Exact coordinates reported in source (17.48725° S, 149.88693° W); no approximate point added.",-17.487250,-149.886930,reported_exact,high
8c205a55-4093-46c5-a7c2-e356c8bf6a7c,Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,include_primary,needs_digitization,1,0,0,0,1,0,field,1996,"Carmabi buoy 1 on the southwestern coast of Curaçao, Netherlands Antilles",Carmabi buoy 1,Netherlands Antilles,,,,,,5,7,"Porites astreoides, Stephanocoenia michelinii, Madracis decactis, Madracis pharensis luciphila, Madracis senaria","encrusting, massive",colony,,zooxanthellate,experimental,hand-held drill equipped with a 2 mm steel bit,tissue and skeleton,13.7-16.1,,,2 mm,1,top of each colony,,,,,,,,,136,"18 green P. astreoides, 15 brown P. astreoides, 7 massive S. michelinii, 9 encrusting S. michelinii, 27 M. decactis, 29 M. pharensis luciphila, 31 M. senaria",haphazardly selected,,,"Regeneration of artificial lesions was studied as an ecophysiological character in morphs of Porites astreoides, Stephanocoenia michelinii, and Madracis species to better understand their taxonomic status. [repair: Coordinates and ambient or experimental water temperatures were not explicitly reported in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_079,1,12.124722,-68.972222,site_facility_centroid,high,Carmabi buoy 1 site on Curaçao.,12.124722,-68.972222,site_facility_centroid,high
b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,include_primary,needs_digitization,1,0,0,0,1,1,field,1993,"Seaquarium reef on the leeward coast of Curaçao, Netherlands Antilles",Seaquarium reef,Netherlands Antilles,Caribbean Sea,,,,,5,35,"Porites astreoides, Stephanocoenia michelinii",massive,colony,,zooxanthellate,experimental,small grinding stone attached to a pneumatic drill,tissue and skeleton,"200, 220",,,2-3 mm,1,top of the colony,,,,,,,,,70,41 colonies of P. astreoides and 29 colonies of S. michelinii,haphazardly selected,,,"Studied depth-related variation in regeneration of artificial lesions along a 5-35 m gradient. Found faster initial regeneration in shallow water colonies, but similar total recovery after 7 weeks, with no sign of photoacclimatization in deep colonies. [repair: Coordinates and ambient or experimental water temperatures were not explicitly reported in the study.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. Temperature was not reported as a single explicit study-level value.]",parsed,batch_080,1,12.083611,-68.895833,reef_centroid,high,Seaquarium reef on Curaçao's leeward coast.,12.083611,-68.895833,reef_centroid,high
9f560a14-a39a-4d71-8d68-9c14a4001c75,Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,include_primary,needs_digitization,0,0,0,1,0,0,laboratory and field,"2009, 2013, 2014",Lizard Island,"Horseshoe Reef, Palfrey Island, South Island lagoon, Lizard Island lagoon",Australia,Great Barrier Reef,14°40'08'' S,145°27'34'' E,-14.668889,145.459444,3,4,Acropora muricata,staghorn,nubbin,>100,,experimental,sterilised scalpel blade (injury control); Drupella sp. and Chaetodon plebeius feeding,tissue,5000,,,"tissue removed, skeleton minimally damaged",,,,,,fed every day at dusk with Artemia salina nauplii,,,,flow-through seawater filtered to 0.5 µm and UV sterilized,96 nubbins in the field experiment; 5 to 8 replicate trials for the various aquarium transmission experiments,"Field: 24 blocks (12 per site), 4 experimental nubbins per block; Lab Drupella: 8 BrB trials, 6 BBD trials (6 tanks per trial); Lab Fish: 7 BBD trials, 5 BrB trials (8 tanks per trial)",nubbins mixed in experimental aquaria to minimise effect of parent colony,concrete block (field experiment),"injury control, pathogen infectivity control, water control, caged branches","Tested the potential of the gastropod Drupella sp. and butterflyfish Chaetodon plebeius to act as vectors for black band disease (BBD) and brown band disease (BrB) in Acropora muricata. [repair: Experimental or ambient temperatures were not explicitly reported, and sample sizes varied depending on the specific field or aquarium experiment conducted.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_081,1,,,,,,-14.668889,145.459444,reported_exact,high
d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,include_primary,needs_digitization,1,1,0,0,0,1,field,2000,Okinawa,,Japan,,,,,,2,3,Acropora muricata,branching,fragment,"5, 10, 20",,experimental,wire cutters,fragmentation,78.5,,,,2,upper and lower cut surfaces,,,,,,,,,112,"Exp 1: 11 (5 cm), 10 (10 cm), 8 (20 cm); Exp 2: 30 (5 cm), 26 (10 cm), 27 (20 cm)",,,,"Examined the effect of fragment size on investment allocation among regeneration, growth, sexual reproduction, and survivorship. Regeneration and growth were found to be independent of fragment size. [repair: Coordinates and ambient or experimental water temperatures were not explicitly reported in the study.] [agent repair: No explicit coordinates, temperature, or other conservative covariate recovery was available from the NotebookLM pass.]",parsed,batch_082,1,26.335830,127.801390,coast_or_region_centroid,low,Broad Okinawa-only locality; this is a prefecture-level centroid rather than a site-level geocode.,26.335830,127.801390,coast_or_region_centroid,low
84a7b2a4-6982-4dce-a39a-2d4f07d0176b,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,include_primary,needs_digitization,1,0,0,0,0,0,field,1995,shallow reef across from the Marine Biology Laboratory of Eilat,Marine Biology Laboratory of Eilat,Israel,"Gulf of Eilat, Red Sea",,,,,2,3,Favia favus,colonial,colony,45,,experimental,air-pick,tissue,,,95-165,,,upper surface,,,,,,,,,46,"10 SP, 9 E-3, 8 SQ-6, 11 E-6, and 8 EP colonies",colonies randomly selected,,,"Examined the effect of lesion size and shape on recovery rates of the coral Favia favus. Found that initial high recovery rates are regulated mainly by perimeter length, while later recovery is influenced more by surface area and perimeter to surface area ratio. [repair: Coordinates and ambient water temperatures were not explicitly reported, and initial lesion surface areas were presented only in bar graphs without exact numerical values provided in the text.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_083,1,29.500000,34.916667,site_facility_centroid,high,Marine Biology Laboratory of Eilat / adjacent shallow reef area used in the study.,29.500000,34.916667,site_facility_centroid,high
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,include_primary,needs_digitization,1,0,0,0,0,0,field,1994-1996,shallow reef in front of the Marine Biology Laboratory (MBL) in the Red Sea at Eilat,Marine Biology Laboratory,Israel,Red Sea,,,,,2,3,Favia favus,massive,colony,6-40,zooxanthellate,experimental,air-pick jet,tissue,"87, 182, 274, 958",,"35, 59, 83, 282",soft tissue removed with minor damage to underlying skeleton,1,upper surface,,,,,,,,,128,Exp 1: 8 colonies per lesion type per size class; Exp 2: 8 to 16 colonies per lesion type; 10 intact control colonies,,colony size class,intact colonies,"Examined the relationship between colony size and recovery of lesions differing in size and shape, as well as the effect of different sized lesions on polyp fecundity, demonstrating extended colony integration during regeneration. [repair: Coordinates and ambient or experimental water temperatures were not explicitly reported in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_086,1,29.500000,34.916667,site_facility_centroid,high,"Marine Biology Laboratory, Eilat; used the lab-adjacent reef area as the proxy point.",29.500000,34.916667,site_facility_centroid,high
d7f996dc-c00b-423c-b424-965cd78f9d1b,Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,include_primary,needs_digitization,0,0,0,1,0,0,field and laboratory,2004-2005,Lizard Island,Lizard Island,Australia,Great Barrier Reef,14°21' 15.55 S,145°26' 36.85 E,-14.354319,145.443569,2,5,"Acropora muricata, Pocillopora damicornis, Porites cylindrica",branching,branch,,,experimental,airgun attached to a SCUBA tank,tissue,400,,,tissue,1,"mid-branch, basal",,,,,,,,high flow of unfiltered seawater,540,90 injured and 90 uninjured branches of each species,randomly selected branches; randomly assigned to aquaria,,uninjured branches,"Examined the role of artificial injury in the initiation and colonisation of skeletal eroding band (SEB) by Halofolliculina corallasia. Found that injury facilitates rapid colonisation, but did not lead to progressive tissue loss without additional factors. [repair: Experimental or ambient water temperatures were not explicitly reported in the study.] [agent repair: Temperature was not reported as a single explicit study-level value.]",parsed,batch_087,1,,,,,,-14.354319,145.443569,reported_exact,high
3f852e08-6b2f-488b-9351-0f78b2ba41a5,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,include_primary,needs_digitization,0,1,0,1,0,0,field,2012,"La Azufrada reef, Gorgona Island",La Azufrada reef,Colombia,Tropical Eastern Pacific,2°58'27''N,78°11'13''W,2.974167,-78.186944,4,12,Pocillopora spp.,branching,"colony, nubbin",4,,"experimental, natural","pliers, Arothron meleagris fish bites",tissue and skeleton,47,"25%, 50%, 75% of branch tips",,0.1-5 mm,15.2,branch tips,27.7,,,,,,,,70,10 replicates per treatment,haphazardly collected; treatments systematically assigned in sequence,,0% branch tips damaged (tolerance exp); fully caged and half-caged nubbins (exclusion exp),"Examined the effects of Guineafowl pufferfish predation on pocilloporid corals through predator exclusion and simulated predation experiments. Found that corals tolerate partial predation, maintaining carbonate production through branch thickening (reoriented growth).",parsed,batch_088,1,,,,,,2.974167,-78.186944,reported_exact,high
6f750c49-3261-482c-ade2-373835f7cf40,Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,include_primary,needs_digitization,1,0,0,0,1,1,field,2004,"La Paz Bay, Baja California Sur","Punta Gaviotas, Punta Galeras",Mexico,Gulf of California,"24º17.134' N, 24º21.236' N","110º19.870' W, 110º17.028' W",24.353933,-110.283800,1,3,Porites panamensis,"columnar, massive",colony,>40 cm2,zooxanthellate,experimental,hand drill,tissue and skeleton,38.5,,,0.5 cm,1,upper surface,19-30,,,,,,,,114,26 to 30 colonies per morphotype per season,,,,"Compared the regeneration of artificial lesions in columnar and massive forms of Porites panamensis during cold and warm seasons. Regeneration was faster in the warm season. While regeneration rates did not differ significantly between morphotypes, the columnar form showed a higher percentage of full recovery and less algal colonization than the massive form.",parsed,batch_092,1,,,,,,24.353933,-110.283800,reported_exact,high
06ab1757-8fe9-4325-96ed-6f3106b325e4,Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,include_primary,needs_digitization,0,1,0,1,1,0,field and laboratory,2011,"Luminao Reef, Gabgab Reef, and University of Guam Marine Lab, Guam","Luminao Reef, Gabgab Reef",USA,,,,,,,,"Porites cylindrica, Porites rus","branching, plating","colony, fragment",4-8,,"natural, experimental",Coralliophila violacea snail feeding,tissue,,,,tissue loss over dead skeleton,,"margin of active lesion, healthy tissue",,,,,,,,aerated aquaria,89,25 P. cylindrica colonies in situ; 40 P. rus fragments in lab; 11 P. cylindrica and 13 P. rus colonies for histology,fragments randomly arranged in water baths; snails randomly distributed,,snails previously fed healthy tissue,"Investigated whether tissue loss progresses in Porites during or after Coralliophila violacea predation, using field observations of natural scars, laboratory transmission experiments, and histological analysis. [repair: Coordinates, numeric depth bounds, initial lesion areas, and experimental or ambient temperatures were not explicitly reported in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_095,1,13.454835,144.646285,study_extent_midpoint,medium,Midpoint of the Luminao Reef and Gabgab Reef field sites on Guam; the lab component was not used in the centroid.,13.454835,144.646285,study_extent_midpoint,medium
0ccdd954-1740-44d7-a2c6-6280125057b5,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,include_primary,needs_digitization,1,0,0,0,0,0,laboratory,2016,"Richard B. Gump South Pacific Research Station in Moorea, French Polynesia",Richard B. Gump South Pacific Research Station,French Polynesia,Cook's Bay,17°29'26.04''S,149°49'35.10''W,-17.490567,-149.826417,3,4,Pocillopora meandrina,branching,nubbin,,symbiotic,experimental,eight mm snub nose pliers,tissue and skeleton,45.2,,,2 mm,1,branch tip,26,29,,4 µM NO3- or 4 µM NH4+,700,12:12 light:dark cycle,,150 L flow-through seawater,120,"10 parent colonies; 2 tanks per treatment; 10 nubbins per treatment (5 intact, 5 wounded)",randomly assigned to treatment tanks; haphazardly moved within the tank every 2 days,parent colony,intact coral nubbins under ambient temperatures and ambient nutrients,Examined how nitrate vs. ammonium enrichment altered the effects of increased seawater temperature and simulated parrotfish corallivory on the health of Pocillopora meandrina and its microbial community.,parsed,batch_098,1,,,,,,-17.490567,-149.826417,reported_exact,high
002a60bc-55c8-4fdb-860a-1169fc99b2a8,Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,include_primary,needs_digitization,1,0,0,1,1,0,field,2017,"Mo'orea, French Polynesia",north shore of Mo'orea,French Polynesia,South Pacific,17°28.770'S,149°47.618'W,-17.479500,-149.793633,1,2,Porites spp.,massive,"colony, fragment",>10,zooxanthellate,experimental,Coralliophila violacea snail feeding,tissue,32.8,,,tissue,1,,24.6-30.5,,,30 g slow-release Classic Osmocote (19-6-12 N-P-K),1285.1,,5 ml sediment <500 µm twice per week (~100 mg cm-2 day-1),,88,11 massive Porites fragments per treatment across 8 treatments,randomly assigned to treatments,"parent colony, cinderblock","ambient nutrients, no sediment addition, and no snail predation","Investigated the interactive effects of sedimentation, nutrient enrichment, and corallivory by Coralliophila violacea snails on massive Porites mortality and physiology using field surveys and a factorial field experiment.",parsed,batch_099,1,,,,,,-17.479500,-149.793633,reported_exact,high
33d2bc0d-ec51-4225-a216-bf74b34fa89d,Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,include_primary,needs_digitization,0,0,0,1,0,0,field,2004-2005,"Carrie Bow Cay, Belize on the outer ridge of the Belize barrier reef",Carrie Bow Cay,Belize,Belize barrier reef,16° 48' N,88° 05' W,16.800000,-88.083333,18,18,"Montastraea faveolata, Montastraea franksi",massive,colony,,zooxanthellate,natural,parrotfish grazing,tissue,,,,,>=6,,29.85 C,,,,,,,,64,"64 colonies in August 2004, 22 in October 2004, 24 in mid-January 2005",,,intact colonies with no grazing scars,"Examined the effects of chronic parrotfish grazing on Montastraea spp. during and after a natural bleaching event. Found that previously grazed colonies showed a persistent reduction in zooxanthellae density during recovery and increased Symbiodinium genetic diversity compared to intact colonies. [repair: Growth form was inferred as massive based on the focal species Montastraea faveolata and M. franksi, while initial individual grazing lesion areas and exact ambient water temperatures (beyond a referenced 29.85 °C threshold) were not explicitly reported.] [agent repair: Coordinates were explicitly reported as 16 deg 48' N, 88 deg 05' W. Depths were 2 m and 18 m. Temperature was 29.85 C. Sample sizes were 22, 24, and 64. Lesion area was not recoverable.]",parsed,batch_103,1,,,,,,16.800000,-88.083333,reported_exact,high
fe532d7a-f878-4a85-962a-7de43d06a80c,Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,include_primary,ready_extract,1,0,1,0,0,0,field,2005,Southwater Caye on the Belizean barrier reef,Southwater Caye,Belize,Belizean barrier reef,16°46.575N,88°04.494W,16.776250,-88.074900,6,9,Montastraea annularis,massive,colony,"176 to 9,020 cm2 surface area",zooxanthellate,natural,parrotfish grazing,tissue and skeleton,,,,skeletal exposure,11 to 135 bites,central locations,,,,,,,,,72,"24 clusters for a total of 72 samples; each cluster contained Gi and Gg samples from the same colony, and an I sample",haphazardly sampled clusters; randomly chosen polyps,location (cluster) as a blocking factor,"nearby, similarly sized, intact colony","Examined the reproductive consequences of natural parrotfish grazing on Montastraea annularis corals. Found that parrotfish selectively grazed polyps with high total reproductive effort (number of gonads). [repair: Growth form was inferred as massive based on the focal species Montastraea annularis, while initial lesion sizes and ambient water temperatures were not explicitly reported in the study.] [agent repair: A single directly comparable wound area was not explicitly reported. Temperature was not reported as a single explicit study-level value.]",parsed,batch_104,1,,,,,Exact coordinates already exist in the source/current manifest; approximate duplicate omitted.,16.776250,-88.074900,reported_exact,high
6da70b1c-7428-4a76-904c-b69d981f2824,Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,include_primary,needs_digitization,1,0,0,0,0,0,field,2012-2013,St. Thomas,"Brewers Bay, Perseverance Bay, Rupert's Rock, Flat Cay, Porpoise Rocks, Saba Island",USA,Caribbean Sea,18°20'N,64°55'W,18.333333,-64.916667,6,6,Orbicella annularis,boulder,colony,14.5,,experimental,chisel,tissue,370,2.9%,72.3,3 mm,1,center of the colony,26.1-29.3,,,,,,,,60,10 colonies at each of 6 sites,,,,Examined how environmental conditions affect recovery of experimental lesions in Orbicella annularis across six reefs with varying water quality. Found that water flow and turbidity most strongly influenced lesion recovery rates.,parsed,batch_105,1,,,,,,18.333333,-64.916667,reported_exact,high
2059b598-335f-4890-8512-6e1f86fed557,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,include_primary,needs_digitization,1,0,0,0,1,0,field,2011,"Panarea Island, Aeolian Archipelago",underwater volcanic crater at Panarea Island,Italy,Mediterranean Sea,38°38'16'' N,15°06'37'' E,38.637778,15.110278,12,12,"Balanophyllia europaea, Leptopsammia pruvoti, Astroides calycularis","solitary, colonial","polyp, nubbin",2-4 polyps,"zooxanthellate, non-zooxanthellate",experimental,metal bristle brush,tissue,,,,exposing the axial skeleton,1,side/upper side,16.2-23.5,,"pHTS 7.40, 7.74, 7.87, 8.07",,,,,,10 corals/nubbins per Site per species initially (with final analyzed n values ranging from 55 to 71 for various comparisons due to missing specimens),10 replicates per Site per tile per species,randomly assigned to each of the four Sites,,Site 1 (mean pHTS 8.07) with normal pH conditions,"Investigated the combined effect of increasing seawater acidification along a natural CO2 vent gradient and seasonal warming on tissue regeneration rates of three Mediterranean coral species. Found a decrease in regenerative capacity with increasing temperature and acidification, especially in the zooxanthellate species. [repair: Initial lesion surface areas were not explicitly reported, and sample size was reported as 10 initial replicates per site per species, with some attrition occurring during the experimental periods.] [agent repair: Temperature was explicitly reported as 23.5 C. Sample sizes were 55 and 66. Growth form was solitary/colonial. Lesion area and coordinates were not recoverable.]",parsed,batch_106,1,,,,,,38.637778,15.110278,reported_exact,high
9d6998fc-caf1-4dbd-883f-ad9b9184d062,Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,include_primary,needs_digitization,0,1,0,1,1,0,field,2013,"Coral Restoration Foundation's coral nursery in Key Largo, FL, USA",Coral Restoration Foundation nursery,USA,,N 25 0.579; N 24 59.170; N 24 57.110; N 24 31.568,W 80 22.471; W 80 24.940; W 80 27.564; W 81 31.383,24.526133,81.523050,9.1,9.1,Acropora cervicornis,branching,fragment,10,,experimental,Coralliophila abbreviata snail feeding,tissue,384-560,~30%,,bare coral skeleton,,base of coral,,,,70 g Osmocote 19-6-12 Smart-Release plant fertilizer pellets,,,,,80,10 replicates per genotype in each of the 4 treatments (total 80 colonies),evenly distributed genotypes and treatments throughout the experimental site,,no snails or nutrients,"Assessed the effects of grazing by Coralliophila abbreviata and nutrient enrichment on Acropora cervicornis and its microbiomes. Predation reduced growth and increased mortality, while both partial predation and nutrient enrichment independently altered coral microbiomes. [repair: Coordinates for four surveyed reefs were explicitly reported and have been concatenated, but no ambient or experimental water temperatures were provided in the study.] [agent repair: No additional explicit value recovered in this conservative pass; remaining fields appear unreported or too ambiguous to infer.]",parsed,batch_108,1,,,,,,24.526133,81.523050,reported_exact,high
635d9cb2-270b-4bcc-b676-c84b81b0620b,Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,include_primary,needs_digitization,0,0,1,0,0,0,field,1987-1988,Caribbean coast of Panama,,Panama,Caribbean Sea,,,,,0.5,6,"Acropora cervicornis, Acropora palmata, Diploria clivosa, Diploria strigosa, Favia fragum, Montastrea cavernosa, Porites astreoides, Porites furcata, Siderastrea radians, Siderastrea siderea","massive, encrusting, branching",colony,3.5-70,zooxanthellate,experimental,hacksaw,tissue and skeleton,570,,,1 cm,1,across the entire mid-region,,,,,,,,,100,"10 to 20 colonies per treatment (tissue cut, cut and fill, total cut) for each of the three manipulated species",,,undisturbed colonies collected in the same habitat,"Investigated reproductive integration in ten coral species by observing fertile polyp distribution and puberty size, and experimentally testing the cause of infertile colony margins by creating artificial margins with a hacksaw in three massive species. [repair: Coordinates, numeric depth bounds, explicit initial lesion areas, and experimental or ambient temperatures were not explicitly reported in the study.] [agent repair: Explicit latitude/longitude were not reported in the accessible text. Numeric depth bounds were not explicitly reported in the accessible text. A single directly comparable wound area was not explicitly reported. Temperature was not reported as a single explicit study-level value.] [approx georef pass exact repair: depth_min_m] [approx georef pass exact repair: depth_max_m] [approx georef pass exact repair: area_mm2]",parsed,batch_110,1,,,,,Caribbean coast of Panama is too broad for a single defensible centroid; no single site was named.,,,,
