source_id,paper_title,location_raw,location_standardized,site_name,reef_or_bay,island_or_coast,country_territory,water_body,latitude,longitude,depth_min_m,depth_max_m,location_type,coordinate_basis,coordinate_confidence,location_notes,latitude_approx,longitude_approx,approx_coordinate_basis,approx_coordinate_confidence,approx_location_notes,latitude_best,longitude_best,best_coordinate_basis,best_coordinate_confidence,location_row_id
6587b0e6-d462-492e-b2aa-177f3d11247d,Renegar - 2015 - Histology and ultrastructure of Montastraea cavernosa  and Porites astreoides during regeneration an.pdf,"shallow reef waters off Broward County, Florida",,M/V Eastwind ship-grounding site,,,USA,,26.117350,-80.092467,,,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,26.117350,-80.092467,reported_exact,high,loc_122
c7986629-6d1d-454e-891d-dbd1b6664310,Rinkevich - 1996 - Do reproduction and regeneration in damaged corals compete for energy allocation.pdf,,,,,,,,,,,,unknown,not_yet_resolved,low,NotebookLM covariate merge Notebook covariate final merge,,,,,,,,,,loc_123
e2690aff-5a20-4205-9f93-4c0f46c8d749,Rodríguez-Villalobos et al. - 2016 - Wound repair in Pocillopora.pdf,"Pichilingue Bay, La Paz, BCS, Mexico",,Pichilingue Bay,,,Mexico,,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,24.2759,-110.3270,bay_centroid,medium,"Pichilingue Bay proxy point used for the La Paz, BCS locality.",24.2759,-110.3270,bay_centroid,medium,loc_124
0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,"Motu Tivaru, Rangiroa Atoll",,Motu Tivaru,,,French Polynesia,lagoon of Rangiroa Atoll,,,8,8,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,-14.990570,-147.881210,island_centroid,medium,Motu Tivaru is a named motu on Rangiroa Atoll; this uses the Tivaru island centroid as the nearest stable proxy.,-14.990570,-147.881210,island_centroid,medium,loc_125
8a06a65f-c6b4-427b-8157-52dd6f988da2,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,"Panarea Island, Aeolian Archipelago",,underwater volcanic crater at Panarea Island,,,Italy,Mediterranean Sea,38.637778,15.110278,12,12,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,38.637778,15.110278,reported_exact,high,loc_126
3b500dbd-57b5-46ab-83a1-bacffec122a8,Shirur et al. - 2016 - Lesion recovery and the bacterial microbiome in two Caribbean gorgonian corals.pdf,"patch reef near Puerto Morelos, Mexico",,patch reef near Puerto Morelos,,,Mexico,Caribbean Sea,20.868119,-86.866367,3,5,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,20.868119,-86.866367,reported_exact,high,loc_127
2cd850ba-5662-43f4-afba-0ed8cf21b77f,Titlyanov and Titlyanova - 2008 - Coral-algal competition on damaged reefs.pdf,,,,,,,,,,,,unknown,not_yet_resolved,low,NotebookLM covariate merge Notebook covariate final merge,,,,,,,,,,loc_128
4bbb3e36-0aa5-4900-b239-5002ab60869e,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,back reef lagoons Ofu Island,,moderately variable pool (MV) and highly variable pool (HV),,,American Samoa,Pacific Ocean,-14.172600,-169.667000,,,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-14.172600,-169.667000,reported_exact,high,loc_129
52ab8446-3076-4c6b-84e1-6fcad1419ebf,Van De Water et al. - 2015 - Elevated seawater temperatures have a limited impact on the coral immune response following physical.pdf,"reef flat of Heron Island, Great Barrier Reef, Australia",,Heron Island,,,Australia,Great Barrier Reef,-23.442000,151.914000,,,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-23.442000,151.914000,reported_exact,high,loc_130
f14968a0-2ca3-4c70-8902-48fef9e009ea,Van De Water et al. - 2015 - The coral immune response facilitates protection against microbes during tissue regeneration.pdf,"reef flat of Heron Island, Great Barrier Reef, Australia",,Heron Island,,,Australia,Great Barrier Reef,-23.442000,151.914000,,,field_site,reported_exact,high,NotebookLM covariate merge Notebook covariate final merge,,,,,,-23.442000,151.914000,reported_exact,high,loc_131
4fc235cc-a40d-405f-b8f5-2e7a160ba81d,Wahle - 1983 - Regeneration of injuries among jamaican gorgonians the roles of colony physiology and environment.pdf,"Discovery Bay, Jamaica",,"Mixed Zone, East Fore Reef Terrace, Rear Zone, Shallow East Fore Reef",,,Jamaica,Caribbean Sea,,,0.5,15,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,18.46871,-77.41559,town_or_lab_centroid,medium,Discovery Bay town/lab centroid used for the reef-zone study.,18.46871,-77.41559,town_or_lab_centroid,medium,loc_132
e7ee472d-e9fc-4023-a4ff-b860c0de5b21,Work and Aeby - 2010 - Wound repair in Montipora capitata.pdf,Kaneohe Bay,,Hawaii Institute of Marine Biology,,,USA,,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,21.432700,-157.787700,site_facility_centroid,high,Kāneʻohe Bay / Hawaii Institute of Marine Biology on Coconut Island is the laboratory locality.,21.432700,-157.787700,site_facility_centroid,high,loc_133
433e1015-ffac-46ef-ba6e-e4c132eac52b,Xu et al. - 2023 - Wound healing and regeneration in the reef building coral Acropora millepora.pdf,"Australian National University (ANU), Canberra, and Orpheus Island Research Station",,,,,Australia,,,,,,field_site,reported_site_name,medium,NotebookLM covariate merge Notebook covariate final merge,-18.610800,146.488100,site_facility_centroid,medium,The study spans two distant sites (ANU Canberra and Orpheus Island Research Station); a single approximate point would be misleading. Orpheus Island Research Station proxy chosen as the nearest field-site location for coral collection and wound-healing work.,-18.610800,146.488100,site_facility_centroid,medium,loc_134
