candidate_id,source_id,response_type,paper_title,local_relpath,covariate,tier,domain,recommended_grain,evidence_source,candidate_rank,candidate_text,existing_value,target_status,needs_pdf_verification
cand_002657,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",endpoint_definition,1,response_timing,source_or_treatment,pdf_text_regex,3,"Oren U, Brickner I, Loya Y (1998) Prudent sessile feeding by the cor- tition for newly formed substrate.",,pdf_text_candidate,1
cand_002658,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,1,field surveys documenting the spatial distribution of lesions on corals; (2) field experiments testing the effect of the distance,field,existing_model_covariate,1
cand_002659,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,2,"tween lesions on coral tissue healing, skeletal growth, and morphology; and (3) field surveys relating corallivore presence",field,existing_model_covariate,1
cand_002660,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,3,"In the field surveys, lesions were aggregated at multiple spatial scales, and most lesions",field,existing_model_covariate,1
cand_002661,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",wound_shape_standard,2,wound_geometry,treatment,pdf_text_regex,1,The backreef of ues of c near 1 indicate circular lesions (relatively equal,,pdf_text_candidate,1
cand_002662,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",wound_shape_standard,2,wound_geometry,treatment,pdf_text_regex,2,"1998), so it is likely that corals with elliptical lesions far ple, some fish frequently feed on tops of colonies (Rotjan",,pdf_text_candidate,1
cand_002663,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",wound_shape_standard,2,wound_geometry,treatment,pdf_text_regex,3,more quickly than circular lesions near one another.,,pdf_text_candidate,1
cand_002664,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",lesion_position_standard,2,wound_design,treatment,pdf_text_regex,1,Coral Negative − 427.02 864.04 0 decreased nonlinearly from the top of the coral.,tops of the corals,existing_source_covariate,1
cand_002665,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",lesion_position_standard,2,wound_design,treatment,pdf_text_regex,2,etween lesions did not significantly change colony growth tion in growth on the top of the coral compared to control,tops of the corals,existing_source_covariate,1
cand_002666,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",lesion_spacing_cm,2,wound_design,treatment,pdf_text_regex,1,colony and distance between lesions affect spatial patterns the sites sampled using a Tukey’s post hoc test.,,pdf_text_candidate,1
cand_002667,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",lesion_spacing_cm,2,wound_design,treatment,pdf_text_regex,2,Effect of acute damage distribution on coral linear spacing between lesions—effects were only apparent in the,,pdf_text_candidate,1
cand_002668,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",depth_m,2,environment,source_or_treatment,pdf_text_regex,1,"Cook’s Bay at depths of 2–3 m, I haphazardly selected two and c is the ratio of the width and height of the ellipse.",2.5,existing_model_covariate,1
cand_002669,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",nutrient_treatment,2,environment,treatment,pdf_text_regex,1,"and nitrogen content, (Ando and Ohgushi 2008)], spatial",,pdf_text_candidate,1
cand_002670,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",nutrient_concentration,2,environment,treatment,pdf_text_regex,1,"l to make lesions on the tops explicit growth, I placed the corals in a bath of 15 mg/L of",,pdf_text_candidate,1
cand_002671,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",light_PAR,2,environment,source_or_treatment,pdf_text_regex,1,coral skeletal growth rate and after 20 (light gray bars) and 39 (dark between distance between lesion centers and skeletal growth.,,pdf_text_candidate,1
cand_002672,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",light_PAR,2,environment,source_or_treatment,pdf_text_regex,2,"Lines give best fits, lightly shaded regions",,pdf_text_candidate,1
cand_002673,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",light_PAR,2,environment,source_or_treatment,pdf_text_regex,3,"indicate ± 1 SE, and darkly shaded regions indicate the average lesion surface area heal more quickly than similarly sized lesions",,pdf_text_candidate,1
cand_002674,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",flow_speed,2,environment,treatment_or_source,pdf_text_regex,1,"Given the documented effects of lesion size, shape, and and perpendicular to flow.",,pdf_text_candidate,1
cand_002675,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",flow_speed,2,environment,treatment_or_source,pdf_text_regex,2,"the north shore of Moorea has a strong, unidirectional flow heights and widths and a high area:perimeter ratio).",,pdf_text_candidate,1
cand_002676,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",flow_speed,2,environment,treatment_or_source,pdf_text_regex,3,kept them in a flow-through seawater table.,,pdf_text_candidate,1
cand_002677,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",sedimentation,2,environment,treatment_or_source,pdf_text_regex,1,such as sedimentation (Sheridan et al.,,pdf_text_candidate,1
cand_002678,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",sedimentation,2,environment,treatment_or_source,pdf_text_regex,2,"in the regeneration of artificial Meesters EH, Bos A, Gast GJ (1992) Effects of sedimentation and",,pdf_text_candidate,1
cand_002679,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",sedimentation,2,environment,treatment_or_source,pdf_text_regex,3,"(1997) Predicting regeneration of Sheridan C, Grosjean P, Leblud J et al (2014) Sedimentation rapidly",,pdf_text_candidate,1
cand_002680,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",symbiotic_state,2,intrinsic_state,treatment_or_observation,pdf_text_regex,1,"Additionally, bleached corals exhibit lower regenera-",,pdf_text_candidate,1
cand_002681,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",symbiotic_state,2,intrinsic_state,treatment_or_observation,pdf_text_regex,2,"that bleached corals have lower connectivity [i.e., fewer iso- I observed for C.",,pdf_text_candidate,1
cand_002682,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",symbiotic_state,2,intrinsic_state,treatment_or_observation,pdf_text_regex,3,facultatively symbiotic temperate corals.,,pdf_text_candidate,1
cand_002683,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",bleaching_status,2,biotic_context,treatment_or_source,pdf_text_regex,1,"Additionally, bleached corals exhibit lower regenera-",,pdf_text_candidate,1
cand_002684,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",bleaching_status,2,biotic_context,treatment_or_source,pdf_text_regex,2,a bleach solution to remove the tissue.,,pdf_text_candidate,1
cand_002685,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",bleaching_status,2,biotic_context,treatment_or_source,pdf_text_regex,3,and recovery from bleaching (Shaver et al.,,pdf_text_candidate,1
cand_002686,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",disease_status,2,biotic_context,treatment_or_source,pdf_text_regex,1,2005) or entry points for disease (Katz limited distance over which coral polyps can share nutrients.,,pdf_text_candidate,1
cand_002687,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",disease_status,2,biotic_context,treatment_or_source,pdf_text_regex,2,2014) and disease deploy nets that contact coral and reduce growth (Shima,,pdf_text_candidate,1
cand_002688,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",disease_status,2,biotic_context,treatment_or_source,pdf_text_regex,3,resource sharing: implications for defence signalling and disease,,pdf_text_candidate,1
cand_002689,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",algal_competition,2,biotic_context,treatment_or_observation,pdf_text_regex,1,"have available to heal damaged units, and would therefore with foliose algae or vermetid nets is more likely.",,pdf_text_candidate,1
cand_002690,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",algal_competition,2,biotic_context,treatment_or_observation,pdf_text_regex,2,"Jompa J, McCook L (2003) Coral-algal competition: macroalgae with",,pdf_text_candidate,1
cand_002691,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",algal_competition,2,biotic_context,treatment_or_observation,pdf_text_regex,3,g/10.3354/meps1​61117​ of artificial injuries on Scleractinian corals and coral/algal compe-,,pdf_text_candidate,1
cand_002692,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",predator_context,2,biotic_context,treatment_or_source,pdf_text_regex,1,"To explore the spatial patterns of corallivory and their implications, I conducted: (1)",,pdf_text_candidate,1
cand_002693,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",predator_context,2,biotic_context,treatment_or_source,pdf_text_regex,2,"tissue healing, skeletal growth, and morphology; and (3) field surveys relating corallivore presence",,pdf_text_candidate,1
cand_002694,58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",predator_context,2,biotic_context,treatment_or_source,pdf_text_regex,3,"the continued growth and survival of the colony, and large corallivore Coralliophila violacea creates carbon sinks to",,pdf_text_candidate,1
cand_002695,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",initial_wound_area_mm2,1,wound_geometry,treatment_or_observation,pdf_text_regex,1,"Given the documented effects of lesion size, shape, and and perpendicular to flow.",78.5,existing_source_covariate,1
cand_002696,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",initial_wound_area_mm2,1,wound_geometry,treatment_or_observation,pdf_text_regex,2,"studies document the role of various factors (e.g., lesion size spatial distribution of lesions among quadrats; (2) the spatial",78.5,existing_source_covariate,1
cand_002697,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",initial_wound_area_mm2,1,wound_geometry,treatment_or_observation,pdf_text_regex,3,J to document changes in lesion size at each time point.,78.5,existing_source_covariate,1
cand_002698,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",injury_mechanism_standard,1,wound_design,treatment,pdf_text_regex,1,I damaged the corals with a Waterpik (as,air_or_water_jet,existing_model_covariate,1
cand_002699,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",injury_mechanism_standard,1,wound_design,treatment,pdf_text_regex,2,I used a Waterpik and To create a reference line from which to measure spatially,air_or_water_jet,existing_model_covariate,1
cand_002700,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",injury_mechanism_standard,1,wound_design,treatment,pdf_text_regex,3,"The grid contained 20 pre-drilled holes at random loca- estimate ± SE), and this shape appeared to be independent",air_or_water_jet,existing_model_covariate,1
cand_002701,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",colony_size_value,1,intrinsic_state,observation_or_treatment,pdf_text_regex,1,tissue to cover a lesion from connecting areas of the coral explain why colony size is not necessarily a predictor of,5-7,existing_source_covariate,1
cand_002702,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",monitoring_duration_days,1,study_design,source_or_treatment,pdf_text_regex,1,"that bleached corals have lower connectivity [i.e., fewer iso- I observed for C.",,pdf_text_candidate,1
cand_002703,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",timepoint_days,1,response_timing,observation,pdf_text_regex,1,J to document changes in lesion size at each time point.,,pdf_text_candidate,1
cand_002704,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",timepoint_days,1,response_timing,observation,pdf_text_regex,2,trasts at each time point: (1) is there a significant effect corals before photographing them so that growth lines were,,pdf_text_candidate,1
cand_002705,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",sample_size,1,study_design,observation_or_treatment,pdf_text_regex,1,with lesions with centers separated by 1.2 cm and by at least represent ± 1 SE (N = 10),100,existing_source_covariate,1
cand_002706,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",sample_size,1,study_design,observation_or_treatment,pdf_text_regex,2,"3 Effect of lesion spacing [control: no lesions (N = 13), near: polyps.",100,existing_source_covariate,1
cand_002707,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",sample_size,1,study_design,observation_or_treatment,pdf_text_regex,3,"lesion centers separated by 1.2 cm (N = 10), far: 3.5 cm (N = 12)] on this relationship between available resources and tissue",100,existing_source_covariate,1
cand_002708,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",variance_type,1,response_value,observation,pdf_text_regex,1,"The grid contained 20 pre-drilled holes at random loca- estimate ± SE), and this shape appeared to be independent",,pdf_text_candidate,1
cand_002709,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",variance_type,1,response_value,observation,pdf_text_regex,2,als with lesions with centers separated by 1.2 cm and by at least represent ± 1 SE (N = 10),,pdf_text_candidate,1
cand_002710,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",variance_type,1,response_value,observation,pdf_text_regex,3,"indicate ± 1 SE, and darkly shaded regions indicate the average lesion surface area heal more quickly than similarly sized lesions",,pdf_text_candidate,1
cand_002711,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",endpoint_definition,1,response_timing,source_or_treatment,pdf_text_regex,1,"hus, rapid healing of lesions is essential for For example, in massive Porites, feeding by the gastropod",,pdf_text_candidate,1
cand_002712,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",endpoint_definition,1,response_timing,source_or_treatment,pdf_text_regex,2,and facilitate crevices by significantly decreasing linear extension near their feeding site (b).,,pdf_text_candidate,1
cand_002713,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",endpoint_definition,1,response_timing,source_or_treatment,pdf_text_regex,3,"Oren U, Brickner I, Loya Y (1998) Prudent sessile feeding by the cor- tition for newly formed substrate.",,pdf_text_candidate,1
cand_002714,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,1,field surveys documenting the spatial distribution of lesions on corals; (2) field experiments testing the effect of the distance,field,existing_model_covariate,1
cand_002715,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,2,"tween lesions on coral tissue healing, skeletal growth, and morphology; and (3) field surveys relating corallivore presence",field,existing_model_covariate,1
cand_002716,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",field_lab_mesocosm,1,study_design,source,pdf_text_regex,3,"In the field surveys, lesions were aggregated at multiple spatial scales, and most lesions",field,existing_model_covariate,1
cand_002717,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",wound_shape_standard,2,wound_geometry,treatment,pdf_text_regex,1,The backreef of ues of c near 1 indicate circular lesions (relatively equal,,pdf_text_candidate,1
cand_002718,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",wound_shape_standard,2,wound_geometry,treatment,pdf_text_regex,2,"1998), so it is likely that corals with elliptical lesions far ple, some fish frequently feed on tops of colonies (Rotjan",,pdf_text_candidate,1
cand_002719,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",wound_shape_standard,2,wound_geometry,treatment,pdf_text_regex,3,more quickly than circular lesions near one another.,,pdf_text_candidate,1
cand_002720,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",lesion_position_standard,2,wound_design,treatment,pdf_text_regex,1,Coral Negative − 427.02 864.04 0 decreased nonlinearly from the top of the coral.,tops of the corals,existing_source_covariate,1
cand_002721,58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",lesion_position_standard,2,wound_design,treatment,pdf_text_regex,2,etween lesions did not significantly change colony growth tion in growth on the top of the coral compared to control,tops of the corals,existing_source_covariate,1
