source_id,response_type,paper_title,local_relpath,covariate,tier,domain,recommended_grain,expected_accessibility,current_schema_status,target_status,existing_value,existing_source,pdf_candidate_count,needs_pdf_verification,needs_notebooklm_check,notes
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,endpoint_definition,1,response_timing,source_or_treatment,high,absent,not_extracted,,,0,0,1,"Tissue cover, no visible skeleton, full polyp, pigmentation, feeding-capable polyp."
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,field_lab_mesocosm,1,study_design,source,high,present_as_study_type,existing_model_covariate,field,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,2,1,1,Current study_type should be standardized into field/lab/mesocosm categories.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,final_wound_area_mm2,2,wound_geometry,observation,medium_low,absent,not_extracted,,,0,0,1,Often derived from percent healed or digitized figures.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,wound_shape_standard,2,wound_geometry,treatment,high,absent,not_extracted,,,0,0,1,"Circular, rectangular, square, irregular, wedge, branch-tip."
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,wound_perimeter_mm,2,wound_geometry,treatment_or_observation,medium_low,present_source_level_sparse,not_extracted,,,0,0,1,High value where reported; sparse in source-level table.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,perimeter_area_ratio,2,wound_geometry,treatment_or_observation,medium_low,absent,not_extracted,,,0,0,1,Derive only when both perimeter and area are credible.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,lesion_depth_mm,2,wound_design,treatment,medium,present_as_lesion_depth_source_level,not_extracted,,,0,0,1,Convert 3 mm drill depth when explicit; flag qualitative scraping.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,lesion_position_standard,2,wound_design,treatment,high,present_source_level,existing_source_covariate,branch tips,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,0,1,1,"Top, side, base, branch tip, apical, center, underside."
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,num_lesions_per_colony,2,wound_design,treatment_or_observation,high,present_source_level,existing_source_covariate,2,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,0,1,1,Separate lesions per colony from colonies per treatment.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,lesion_spacing_cm,2,wound_design,treatment,low_medium,absent,not_extracted,,,0,0,1,Core only for clustered/spaced lesion designs.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,depth_m,2,environment,source_or_treatment,high,present_source_level,existing_model_covariate,5.5,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,1,1,Use treatment-level for depth-gradient studies.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,pH,2,environment,treatment,medium,partial_in_ph_or_pco2,not_extracted,,,0,0,1,Record scale where reported.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,pCO2_uatm,2,environment,treatment,medium,partial_in_ph_or_pco2,not_extracted,,,0,0,1,Do not conflate pH and pCO2.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,omega_arag,2,environment,treatment,low_medium,absent,not_extracted,,,0,0,1,Useful in acidification studies.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,nutrient_treatment,2,environment,treatment,low_medium,present_source_level,not_extracted,,,0,0,1,"Separate nitrate, ammonium, phosphate, fish-derived enrichment."
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,nutrient_concentration,2,environment,treatment,low_medium,partial_in_nutrient_enrich,not_extracted,,,0,0,1,Needed before comparing nutrient effects.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,light_PAR,2,environment,source_or_treatment,medium,present_source_level,not_extracted,,,0,0,1,Field PAR and lab photoperiod are not equivalent.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,flow_speed,2,environment,treatment_or_source,medium_low,partial_in_flow_regime,not_extracted,,,0,0,1,"Record method: clod card, ADCP, flow meter, wave model."
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,sedimentation,2,environment,treatment_or_source,medium,present_source_level_sparse,not_extracted,,,0,0,1,"Sediment trap, turbidity, and visual cover are different metrics."
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,symbiotic_state,2,intrinsic_state,treatment_or_observation,medium,present_source_level_sparse,not_extracted,,,0,0,1,Critical for Astrangia and bleaching studies.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,symbiont_density,2,intrinsic_state,treatment_or_observation,medium_low,absent,not_extracted,,,0,0,1,Only extract when assayed or clearly reported.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,bleaching_status,2,biotic_context,treatment_or_source,medium,absent,not_extracted,,,0,0,1,"Can be stressor, response context, or pre-existing colony condition."
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,disease_status,2,biotic_context,treatment_or_source,medium,absent,not_extracted,,,0,0,1,Separate disease-origin lesions from post-wound infection.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,algal_competition,2,biotic_context,treatment_or_observation,medium,absent,pdf_text_candidate,,,1,1,1,Can be lesion colonization or imposed competition.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,predator_context,2,biotic_context,treatment_or_source,high,absent,pdf_text_candidate,,,1,1,1,Distinguish corallivory source from simulated injury method.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,season,2,environment,source_or_treatment,medium,absent,pdf_text_candidate,,,1,1,1,Standardize cautiously.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,genus,3,taxon_trait,taxon_trait_table,high_external,present_model_covariate_layer,existing_model_covariate,Acropora,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,0,0,Parsed from reported taxon and validated through the model covariate layer.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,family,3,taxon_trait,taxon_trait_table,high_external,present_model_covariate_layer,existing_model_covariate,Acroporidae,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,0,0,Populated from the WoRMS-backed taxon trait lookup in the model covariate layer.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,growth_form_standard,3,taxon_trait,taxon_trait_table,high_external,present_model_covariate_layer,existing_model_covariate,branching,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,1,0,Raw source growth form is standardized in the model covariate layer.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,skeletal_porosity,3,taxon_trait,taxon_trait_table,high_external,partial_model_covariate_layer,not_extracted,,,0,0,0,Conservatively populated only for unambiguous rows; full coverage still needs an external morphology trait lookup.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,life_history_strategy,3,taxon_trait,taxon_trait_table,high_external,absent,not_extracted,,,0,0,0,Use published framework rather than ad hoc paper labels.
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,tissue_thickness_mm,3,taxon_trait,taxon_trait_table,medium_external,absent,not_extracted,,,0,0,0,"Likely genus/species averages, not paper-level values."
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,polyp_or_corallite_size,3,taxon_trait,taxon_trait_table,medium_external,absent,not_extracted,,,0,0,0,Extract from paper only if directly measured.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,taxon_raw,1,taxonomy,observation_or_treatment,high,present_as_species,existing_source_covariate,Stylophora pistillata,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,0,1,1,Keep verbatim taxon string before canonicalization.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,taxon_canonical,1,taxonomy,observation_or_treatment,high,absent,not_extracted,,,0,0,1,Needed as the join key for taxon traits.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,initial_wound_area_mm2,1,wound_geometry,treatment_or_observation,high,present_as_area_mm2_source_level,not_extracted,,,0,0,1,Move from source-level multi-value text to treatment/observation rows.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,injury_mechanism_standard,1,wound_design,treatment,high,present_as_lesion_method_source_level,existing_model_covariate,fragmentation_or_breakage,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,1,1,Standardize Dremel/chisel/pliers/Waterpik/bone-cutter/natural scar.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,tissue_skeleton_involvement,1,wound_design,treatment,high,present_as_lesion_type_source_level,existing_model_covariate,fragmentation,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,1,1,"Distinguish tissue-only, tissue+skeleton, fragmentation, partial mortality."
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,temperature_c,1,environment,treatment_or_source,high,present_source_level,not_extracted,,,0,0,1,Separate static lab treatments from field temperatures and seasonal ranges.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,temperature_regime,1,environment,treatment_or_source,high,partial_in_temp_manip,not_extracted,,,0,0,1,Needed for warming/bleaching studies.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,colony_size_value,1,intrinsic_state,observation_or_treatment,high,present_as_colony_size_cm_source_level,existing_source_covariate,geometric mean radius (r) <1.00 to 4.00,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,0,1,1,Do not force all metrics into cm without preserving metric type.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,colony_size_metric,1,intrinsic_state,observation_or_treatment,high,absent,not_extracted,,,0,0,1,"Diameter, area, volume, buoyant mass, fragment length, nubbin height."
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,monitoring_duration_days,1,study_design,source_or_treatment,high,absent,not_extracted,,,0,0,1,Required for initial/final and rate conversions.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,timepoint_days,1,response_timing,observation,high,absent,not_extracted,,,0,0,1,Required for time-series extraction.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,time_interval_days,1,response_timing,observation,high,absent,not_extracted,,,0,0,1,Use when rate is interval-specific.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,sample_size,1,study_design,observation_or_treatment,high,present_source_level,existing_source_covariate,270,notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,1,1,Keep initial and analyzed n separate.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,variance_type,1,response_value,observation,medium_high,partial_in_rate_layer,not_extracted,,,0,0,1,Do not assume SE versus SD from figure bars.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,variance_value,1,response_value,observation,medium_high,partial_in_rate_layer,not_extracted,,,0,0,1,Digitization often needed.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,endpoint_definition,1,response_timing,source_or_treatment,high,absent,not_extracted,,,0,0,1,"Tissue cover, no visible skeleton, full polyp, pigmentation, feeding-capable polyp."
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,field_lab_mesocosm,1,study_design,source,high,present_as_study_type,existing_model_covariate,field,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,0,1,1,Current study_type should be standardized into field/lab/mesocosm categories.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,final_wound_area_mm2,2,wound_geometry,observation,medium_low,absent,not_extracted,,,0,0,1,Often derived from percent healed or digitized figures.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,wound_shape_standard,2,wound_geometry,treatment,high,absent,not_extracted,,,0,0,1,"Circular, rectangular, square, irregular, wedge, branch-tip."
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,wound_perimeter_mm,2,wound_geometry,treatment_or_observation,medium_low,present_source_level_sparse,not_extracted,,,0,0,1,High value where reported; sparse in source-level table.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,perimeter_area_ratio,2,wound_geometry,treatment_or_observation,medium_low,absent,not_extracted,,,0,0,1,Derive only when both perimeter and area are credible.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,lesion_depth_mm,2,wound_design,treatment,medium,present_as_lesion_depth_source_level,not_extracted,,,0,0,1,Convert 3 mm drill depth when explicit; flag qualitative scraping.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,lesion_position_standard,2,wound_design,treatment,high,present_source_level,not_extracted,,,0,0,1,"Top, side, base, branch tip, apical, center, underside."
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,num_lesions_per_colony,2,wound_design,treatment_or_observation,high,present_source_level,not_extracted,,,0,0,1,Separate lesions per colony from colonies per treatment.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,lesion_spacing_cm,2,wound_design,treatment,low_medium,absent,not_extracted,,,0,0,1,Core only for clustered/spaced lesion designs.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,depth_m,2,environment,source_or_treatment,high,present_source_level,existing_model_covariate,3.5,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,1,1,Use treatment-level for depth-gradient studies.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,pH,2,environment,treatment,medium,partial_in_ph_or_pco2,not_extracted,,,0,0,1,Record scale where reported.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,pCO2_uatm,2,environment,treatment,medium,partial_in_ph_or_pco2,not_extracted,,,0,0,1,Do not conflate pH and pCO2.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,omega_arag,2,environment,treatment,low_medium,absent,not_extracted,,,0,0,1,Useful in acidification studies.
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,nutrient_treatment,2,environment,treatment,low_medium,present_source_level,not_extracted,,,0,0,1,"Separate nitrate, ammonium, phosphate, fish-derived enrichment."
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,nutrient_concentration,2,environment,treatment,low_medium,partial_in_nutrient_enrich,not_extracted,,,0,0,1,Needed before comparing nutrient effects.
