value_key,source_id,paper_title,covariate,value,value_kind,dataset_files,row_count,support_status,token_coverage,numeric_coverage,matched_terms,notebook_content_chars,notebook_content_sha256,note
nlmval_adaa274e5de4,4bbb3e36-0aa5-4900-b239-5002ab60869e,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,study_year,2012,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,numeric_only_present,,1.00,2012,22297,c7581c0feb72e1f6ded0902c21f3116c50a0a3e8e358e865e2e4310ef6ecb6b8,
nlmval_943f65b3aade,4bbb3e36-0aa5-4900-b239-5002ab60869e,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,temp_manip,comparison of two naturally varying temperature pools,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,partial_token_or_numeric_match,0.50,,pools | temperature | two,22297,c7581c0feb72e1f6ded0902c21f3116c50a0a3e8e358e865e2e4310ef6ecb6b8,
nlmval_c75b41c124d4,4bbb3e36-0aa5-4900-b239-5002ab60869e,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,temperature_c,HV pool exceeds >=34 °C,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,high_token_match,1.00,1.00,exceeds | pool | 34,22297,c7581c0feb72e1f6ded0902c21f3116c50a0a3e8e358e865e2e4310ef6ecb6b8,
nlmval_f8423a9abbb4,4bbb3e36-0aa5-4900-b239-5002ab60869e,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,tissue_type,branch,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,direct_string_match,1.00,1.00,branch,22297,c7581c0feb72e1f6ded0902c21f3116c50a0a3e8e358e865e2e4310ef6ecb6b8,
nlmval_e0226f8168a2,4bbb3e36-0aa5-4900-b239-5002ab60869e,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,water_body,Pacific Ocean,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv,1,direct_string_match,1.00,1.00,Pacific Ocean,22297,c7581c0feb72e1f6ded0902c21f3116c50a0a3e8e358e865e2e4310ef6ecb6b8,
nlmval_4f29925815f1,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,depth_m,2,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_3ca320e9a4fd,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,family,Poritidae,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_316c0430cf8c,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,field_lab_mesocosm,lab,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_9903adeb0089,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,flow_speed,present_or_manipulated,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_f57c79938157,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,genus,Porites,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_5f51e2bb3139,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,injury_mechanism_standard,cutting_or_punch,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_c7e344007885,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,tissue_skeleton_involvement,tissue_and_skeleton,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_d772e124511d,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,colony_size_value,"1, 2, 4",response_covariate_target,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,partial_token_or_numeric_match,,1.00,1 | 2 | 4,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_aa0504583616,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,initial_wound_area_mm2,90,response_covariate_target,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,no_direct_text_match,,0.00,,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,No direct NotebookLM text match; review against the PDF/figure before treating this as an error.
nlmval_9efc12f22cf8,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,lesion_depth_mm,10,response_covariate_target,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,numeric_only_present,,1.00,10,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_94ee047a69a0,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,lesion_position_standard,tips,response_covariate_target,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,high_token_match,1.00,,tips,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_e4b62702535b,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,num_lesions_per_colony,1,response_covariate_target,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,partial_token_or_numeric_match,,1.00,1,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_07f1828098e8,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,sample_size,64,response_covariate_target,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,numeric_only_present,,1.00,64,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_a7d6aef75cc7,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,taxon_raw,Porites compressa,response_covariate_target,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,direct_string_match,1.00,1.00,Porites compressa,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_f3bf54c143e5,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,temperature_c,23.8-25.1,response_covariate_target,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,partial_token_or_numeric_match,,0.50,23.8,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_04bbb1033d9e,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,area_mm2,90,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,no_direct_text_match,,0.00,,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,No direct NotebookLM text match; review against the PDF/figure before treating this as an error.
nlmval_c141dd1e5511,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,colony_size_cm,"1, 2, 4",source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,partial_token_or_numeric_match,,1.00,1 | 2 | 4,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_d897240192f9,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,control_description,5-cm undamaged controls,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,5-cm undamaged controls,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_7df08332b32d,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,country_territory,USA,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv | notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,3,high_token_match,1.00,,usa,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_db25e16f06cc,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,depth_max_m,2,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,partial_token_or_numeric_match,,1.00,2,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_547d28dd1f4b,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,depth_min_m,2,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,partial_token_or_numeric_match,,1.00,2,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_e1bb62acf47a,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,flow_regime,continuous flow (7-8 l min-1) of sea water,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,continuous flow (7-8 l min-1) of sea water,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_fc43bd4823d6,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,flow_regime_raw,continuous flow (7-8 l min-1) of sea water,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,continuous flow (7-8 l min-1) of sea water,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_b0865b01bb40,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,growth_form,finger-like,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,finger-like,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_a1e97acd8ff5,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,growth_form_raw,finger-like,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,finger-like,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_14dcf5119d0b,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,initial_wound_area_raw,90,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,no_direct_text_match,,0.00,,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,No direct NotebookLM text match; review against the PDF/figure before treating this as an error.
nlmval_1768a56fe29c,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,lesion_depth,10,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,numeric_only_present,,1.00,10,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_047502dfc5c5,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,lesion_depth_raw,10,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,numeric_only_present,,1.00,10,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_f49b3df37f7b,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,lesion_method,7-inch wire cutter,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,7-inch wire cutter,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_5a61a52f3348,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,lesion_method_raw,7-inch wire cutter,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,7-inch wire cutter,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_3cbb1b1bcb0a,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,lesion_position,tips,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,high_token_match,1.00,,tips,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_88bdd6848ae2,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,lesion_source,experimental,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,experimental,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_a4e7c899220a,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,lesion_type,tissue and skeleton,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,high_token_match,1.00,,skeleton | tissue,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_f0fd10033907,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,lesion_type_raw,tissue and skeleton,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,high_token_match,1.00,,skeleton | tissue,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_e8786fee72da,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,light_raw,shaded from direct irradiance,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,shaded from direct irradiance,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_e2491f674602,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,light_regime,shaded from direct irradiance,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,shaded from direct irradiance,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_d5f8079efa2f,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,location_raw,Hawaii Institute of Marine Biology (HIMB),source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv | notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,3,direct_string_match,1.00,1.00,Hawaii Institute of Marine Biology (HIMB),20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_f78b61a83b03,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,num_lesions,1,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,partial_token_or_numeric_match,,1.00,1,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_dc2e84b044a6,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,num_lesions_raw,1,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,partial_token_or_numeric_match,,1.00,1,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_aed2b1323004,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,randomization,"haphazardly collected, randomly chosen nubbins, placed randomly",source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,high_token_match,1.00,,chosen | collected | haphazardly | nubbins | placed | randomly,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_94210c0c789a,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,replication_level,16 nubbins per treatment group,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,partial_token_or_numeric_match,0.67,1.00,nubbins | treatment | 16,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_40eef53e8087,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,sample_size,64,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,numeric_only_present,,1.00,64,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_a42d3d550942,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,site,Hawaii Institute of Marine Biology,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,Hawaii Institute of Marine Biology,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_38adcaf03c79,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,site_name,Hawaii Institute of Marine Biology,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,Hawaii Institute of Marine Biology,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_8cbfc20a64d8,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,species,Porites compressa,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,Porites compressa,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_c33d2735fbb9,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,study_type_raw,laboratory,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,laboratory,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_f40767bfcd2d,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,study_year,2007,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,numeric_only_present,,1.00,2007,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_f0d5d815dff9,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,taxon_raw,Porites compressa,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,Porites compressa,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_b5422ac861fb,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,temperature_c,23.8-25.1,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,partial_token_or_numeric_match,,0.50,23.8,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_bcaf737fda09,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,temperature_raw,23.8-25.1,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,partial_token_or_numeric_match,,0.50,23.8,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_57c67630a87a,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,tissue_type,nubbin,source_covariate,notebook_covariates/notebook_covariates_all_sources_geoaugmented.csv | notebook_covariates/notebook_covariates_primary_geoaugmented.csv,2,direct_string_match,1.00,1.00,nubbin,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_0e56367d16f9,4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,tissue_type_raw,nubbin,source_covariate,data/extraction/meta_analysis/META_ANALYSIS_COVARIATES.csv,1,direct_string_match,1.00,1.00,nubbin,20839,45635c4b2d81781d4dce782238dad0dbe98b7fe8771e9541c1e93544f28a57ea,
nlmval_12d236c2d49b,4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,depth_m,1.5,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_4d5df77cd884,4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,family,Acroporidae,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_c8bb040eaae5,4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,field_lab_mesocosm,field,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_b23edcc0e5ca,4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,genus,Acropora,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
nlmval_1df72c452bf2,4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,growth_form_standard,branching,derived_or_model_covariate,data/extraction/all_responses/ALL_RESPONSE_COVARIATE_TARGETS.csv,2,derived_or_model_covariate_not_text_checked,,,,,,"Value is derived from a model/trait layer or external lookup, so exact paper-text support is not required."
