queue_id,digitization_status,source_id,paper_title,response_type,source_file_status,local_relpath,pdf_sha256,pdf_page_count,caption_parse_status,candidate_rank,candidate_score,candidate_type,candidate_label,candidate_page,candidate_text,matched_terms,review_status,selected_for_clipping,reviewer,review_notes,required_clip_naming_rule,required_data_naming_rule
DIG-a67392b0-survival,needs_figure_id,a67392b0-7a7e-43ad-917d-94febf750c1a,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,96b42aae1ea3b8ea6de9ff2d1ed4edca2218f634fa07ea258a96fb37baad753c,10,parsed,2,0,figure,FIG. 2,5,"FIG. 2. Skeletal growth (mean and 95% CI) of Acropora elseyi as a function of the (A) mean current velocity and (B) from 28.72 6 0.478C to 28.94 6 0.458C (mean 6 SD), velocity fluctuations (ru,med, a measure of waves and turbulence over the course of the study. measured at each study site; see Methods: Hydrodynamic measurements). Data are from corallivorous fish exclusion Patterns of coral growth treatments (i.e., full cages; $predator). N ¼ 12 corals for each growth measurement. The symbols L1–L5 indicate the five In the absence of predation, coral growth was a study sites (see Fig. 1). positive function of mean velocity ū (Fig. 2A; r 2 ¼ 0.57, F1,4 ¼ 43.57, P , 0.01). The trend in growth was positive abundance, and bite rate (of C. trifascialis) against ū and with ru,med when predators were absent but the ru,med separately to test whether these aspects of relationship was not statistically distinguishable from corallivory varied with hydrodynamic conditions. In zero (Fig. 2B; r 2 ¼ 0.17, F1,4 ¼ 2.36, P . 0.10). Linear addition, as specification checks, we conducted these tests regressions also revealed no significant relationships using ru,tot, ru,high, and ru,low in place o...",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/a67392b0__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/a67392b0__survival__fig-<printed-label>_panel-<panel>.csv
DIG-a67392b0-survival,needs_figure_id,a67392b0-7a7e-43ad-917d-94febf750c1a,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,96b42aae1ea3b8ea6de9ff2d1ed4edca2218f634fa07ea258a96fb37baad753c,10,parsed,3,0,figure,FIG. 3,6,"FIG. 3. Skeletal growth (mean and 95% CI) of Acropora elseyi exposed to predators shown as a function of the (A) mean current velocity and (B) velocity fluctuations (ru,med). Data are from corallivorous fish exclusion cage control treatments (i.e., partial cages; þpredator). The symbols L1–L5 indicate the five study sites (see Fig. 1).",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/a67392b0__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/a67392b0__survival__fig-<printed-label>_panel-<panel>.csv
DIG-a67392b0-survival,needs_figure_id,a67392b0-7a7e-43ad-917d-94febf750c1a,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,96b42aae1ea3b8ea6de9ff2d1ed4edca2218f634fa07ea258a96fb37baad753c,10,parsed,4,0,figure,FIG. 5,7,"FIG. 5. Difference in growth (mean and 95% CI) of Acropora elseyi between $predator and þpredator (i.e., cage controls) treatments as a function of the density of (A) all corallivorous fishes (no. corallivores/80 m2) and (B) consumer pressure, an index generated by multiplying the mean density of chevron butterflyfishes (Chaetodon trifascialis; no. fish/80 m2) by mean bite rate (no. bites/5 min) of individual C. trifascialis recorded at each site.",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/a67392b0__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/a67392b0__survival__fig-<printed-label>_panel-<panel>.csv
DIG-d110a8f5-growth,needs_figure_id,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,5326e5995d35911ccc9e67da7394adc21b3d7c30a2bd35b332227afd125d1091,7,parsed,1,45,figure,Fig. 1,3,Fig. 1 Photographs of a the cinderblocks used as platforms to grow colonies of Acropora cervicornis in the Florida nursery; b staghorn colony fragmented in this study showing the color plastic ties used to measure linear extension rates; c branch tips collected from staghorn colonies (the large tips show healthy growth while the small tip in the middle is completely dead); d fragmented staghorn colony showing a skeletal lesion and the recovery of the same lesion 3 weeks later (inset),growth|extension|linear|skeletal,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/d110a8f5__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/d110a8f5__growth__fig-<printed-label>_panel-<panel>.csv
DIG-d110a8f5-growth,needs_figure_id,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,5326e5995d35911ccc9e67da7394adc21b3d7c30a2bd35b332227afd125d1091,7,parsed,2,25,figure,Fig. 2,4,"Fig. 2 Amount of tissue and skeleton (linear length) of staghorn Discussion branch tips and branches used in experiment 1 (a) and 2 (b). The white bars represent the total amount of new coral produced by the fragmented donor branches (n = 30 branches for experiment 1 and 24 In this study, we conducted manipulative experiments with for experiment 2). The striped bars represent the total linear length of colonies of Acropora cervicornis to evaluate whether the all surviving branch tips in each experiment (pooled for 2.5- and 3.5- coral gardening approach fulfills two key tenets of coral cm branch tips). The black bars represent the total amount of new restoration: ‘‘do not cause irreversible harm to parent/donor coral produced by unfragmented branches in control colonies. The dashed horizontal lines represent the total amount of coral collected populations’’ and ‘‘maximize coral productivity through from colonies at the start of the experiments (30 branch tips in vegetative growth’’. We found that (1) the growth of col- experiment 1 and 24 branch tips in experiment 2) onies within the nursery exceeded the growth of wild staghorn colonies in the same region; (2) the removal of The...",growth|linear,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/d110a8f5__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/d110a8f5__growth__fig-<printed-label>_panel-<panel>.csv
DIG-d110a8f5-survival,needs_figure_id,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,5326e5995d35911ccc9e67da7394adc21b3d7c30a2bd35b332227afd125d1091,7,parsed,1,10,figure,Fig. 1,3,Fig. 1 Photographs of a the cinderblocks used as platforms to grow colonies of Acropora cervicornis in the Florida nursery; b staghorn colony fragmented in this study showing the color plastic ties used to measure linear extension rates; c branch tips collected from staghorn colonies (the large tips show healthy growth while the small tip in the middle is completely dead); d fragmented staghorn colony showing a skeletal lesion and the recovery of the same lesion 3 weeks later (inset),dead,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/d110a8f5__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/d110a8f5__survival__fig-<printed-label>_panel-<panel>.csv
DIG-d110a8f5-survival,needs_figure_id,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,5326e5995d35911ccc9e67da7394adc21b3d7c30a2bd35b332227afd125d1091,7,parsed,2,0,figure,Fig. 2,4,"Fig. 2 Amount of tissue and skeleton (linear length) of staghorn Discussion branch tips and branches used in experiment 1 (a) and 2 (b). The white bars represent the total amount of new coral produced by the fragmented donor branches (n = 30 branches for experiment 1 and 24 In this study, we conducted manipulative experiments with for experiment 2). The striped bars represent the total linear length of colonies of Acropora cervicornis to evaluate whether the all surviving branch tips in each experiment (pooled for 2.5- and 3.5- coral gardening approach fulfills two key tenets of coral cm branch tips). The black bars represent the total amount of new restoration: ‘‘do not cause irreversible harm to parent/donor coral produced by unfragmented branches in control colonies. The dashed horizontal lines represent the total amount of coral collected populations’’ and ‘‘maximize coral productivity through from colonies at the start of the experiments (30 branch tips in vegetative growth’’. We found that (1) the growth of col- experiment 1 and 24 branch tips in experiment 2) onies within the nursery exceeded the growth of wild staghorn colonies in the same region; (2) the removal of The...",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/d110a8f5__survival__fig-<printed-label>_panel-<panel>.png,digitization/data/d110a8f5__survival__fig-<printed-label>_panel-<panel>.csv
DIG-070cf5f2-rate,needs_figure_id,070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,4359ada3aff52dd19055fb4c1c8fc55b74c1de0461f5021b86d030cdc6e611dd,2,parsed,1,35,figure,Fig. 4,1,"Fig. 4 Phototropic displacement undergone by a point 3.5 cm low tide that caused partial desiccation or death of many from the base of a 4.2-cm high plant in response to 0.02 mW cm- 2 , colonies of Red Sea scleractinian corals, regeneration in 450 nm blue light from a monochromator. Before I - 5 min the stapelia was undergoing a small constant motion in darkness. The blue light stimulus was applied at t = 5 min and removed at t = 50 min. a, Total tip displacement; b, tip velocity. The points Fig. I Skeletal growth rate in damaged colonies of S. pistillata. are experimentally determined, whereas the lines represent the The corals were divided into size groups according to their best fit assuming the velocity data are of the form l -e- 0 · 2 ' on geometric mean radius (r) after breakage. (i' = (Ix w x h) 11 ""/2 stimulus application and e- 0 · "" on stimulus removal. where/ is length, w is width, and his height (cm).) The r of each size group is given (in cm) by the height of the bars. The vertical lines in the middle of the bars represent the standard deviations. time frame. Thus, the data are of interest simply to their unique The horizontal broken line in the left bar of each siz...",regeneration|rate|time,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/070cf5f2__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/070cf5f2__rate__fig-<printed-label>_panel-<panel>.csv
DIG-070cf5f2-rate,needs_figure_id,070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,4359ada3aff52dd19055fb4c1c8fc55b74c1de0461f5021b86d030cdc6e611dd,2,parsed,2,25,figure,Figure I,2,"Figure I presents the extent of skeletal damage caused to each size category and the rate of regeneration and growth . of a circadian rhythm in the The percentage decrease in r of different size groups varied mosquito Cu/ex pipiens f atigans Wied. from 14 % to 29 %- Assuming linear growth between the periods when measurements were taken, and taking into account the 8RADY 1 has discussed Truman's• hypothesis that circadian different standard deviations of r, within each size category clocks can be divided into two types: type I in which light (Fig. 1), I estimated the number of days of growth required by seems to act directly on the oscillator, stopping it in constant the damaged corals to attain their size before breakage (see light (LL); and type 2, in which the photoreceptor and oscillator legend to Fig. I). To compare the different size groups with are separate and the rhythm is free-running in LL. Typically, in respect to their capacity for skeletal regeneration, the expected insects, developmental events such as eclosion seem to be con- average number of days of growth to regain original size after trolled by the first type, and daily behavioural activities by the 25 % brea...",regeneration|rate,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/070cf5f2__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/070cf5f2__rate__fig-<printed-label>_panel-<panel>.csv
DIG-070cf5f2-rate,needs_figure_id,070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,4359ada3aff52dd19055fb4c1c8fc55b74c1de0461f5021b86d030cdc6e611dd,2,parsed,3,15,figure,Figure 2,2,"Figure 2 compares the mean percentage increases in r per characteristics. Previously, the only known exception among month (M %/month) in the damaged corals and the intact the Diptera was Aedes aegypti, a light-active mosquito, in which control groups. During the first 2 months of regeneration, all the flight activity rhythm persists, rather weakly, in LL 4 • Here damaged corals grew twice as fast as the intact control corals. I show that circadian flight activity in the mosquito Culex After the damaged colonies had regained their original size, no pipiensfatigans Wied. persists in LL, although in other respects © 1976 Nature Publishing Group",regeneration,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/070cf5f2__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/070cf5f2__rate__fig-<printed-label>_panel-<panel>.csv
DIG-070cf5f2-rate,needs_figure_id,070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,4359ada3aff52dd19055fb4c1c8fc55b74c1de0461f5021b86d030cdc6e611dd,2,parsed,4,10,figure,Fig. I,2,"Fig. I). The largest size group (r = 3.01-4.00 cm) required rapidly damped out by LL1; for example in the mosquito a significantly longer time to attain its original size than did any Anopheles gambiae, the 'clock' controlling flight of the other groups (r tests, P < 0.05), which strengthens the activity seems to stop when the light phase is prolonged, and to assertion that this species grows more slowly as it ages 14 • restart at the next onset of darkness3, thus showing type I",time,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/070cf5f2__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/070cf5f2__rate__fig-<printed-label>_panel-<panel>.csv
DIG-070cf5f2-rate,needs_figure_id,070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,4359ada3aff52dd19055fb4c1c8fc55b74c1de0461f5021b86d030cdc6e611dd,2,parsed,5,0,figure,Fig. 2,2,"Fig. 2 Comparison between the mean percentage increase in Israel. geometric mean of radius (r) per month (6.i' %/month) of Y. LOYA damaged corals (black bars) and intact control corals, belonging to the same size interval (blank bars). Average values of r, in Department of Zoology, the different dates of measurements are given in Fig. I. The George S. Wise Center for Life Sciences, Tel Aviv University, - 0// h 30 (r, -r,_,) x 100 6 r /o mont =--z;;; - - ~ Tel Aviv, Israel",,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/070cf5f2__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/070cf5f2__rate__fig-<printed-label>_panel-<panel>.csv
DIG-f7335f31-rate,needs_figure_id,f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,20b67cab453ce43ff30bbb5a94d877ec185316e509a2348bf45b2a833570faaf,8,parsed,1,35,figure,Fig. 2,4,Fig. 2. Regeneration of the four species used in the long-term sediment stress experiment. Lesion size is given as the mean size of all lesions at a certain time. Fitted regression lines are drawn in graphs. Low: low sedimentation site; High: high sedimentation site.,regeneration|lesion|time,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/f7335f31__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/f7335f31__rate__fig-<printed-label>_panel-<panel>.csv
DIG-f7335f31-rate,needs_figure_id,f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,20b67cab453ce43ff30bbb5a94d877ec185316e509a2348bf45b2a833570faaf,8,parsed,2,35,figure,Fig. 3,5,Fig. 3. Regeneration of Montastrea annularis up-current Fig. 4. Regeneration of lesions on the side and at the top (SedUp) and down-current (SedDown) of the construction of Porites astreoides colonies. Lesion size is given as the site of an articial beach. Lesion size is the mean size of all mean size of all lesions. Fitted regression lines are shown lesions at a given time. Fitted regression lines are drawn in in graph. graph.,regeneration|lesion|time,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/f7335f31__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/f7335f31__rate__fig-<printed-label>_panel-<panel>.csv
DIG-f7335f31-rate,needs_figure_id,f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,20b67cab453ce43ff30bbb5a94d877ec185316e509a2348bf45b2a833570faaf,8,parsed,3,15,table,Table 2,6,"Table 2. Life history characteristics. Comparison of regeneration, reproduction, growth, polyp position, sediment rejection, and competitive characteristics of the species used in this study. Regeneration, sediment rejection, and competitive ability are 4",regeneration,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/f7335f31__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/f7335f31__rate__fig-<printed-label>_panel-<panel>.csv
DIG-f7335f31-rate,needs_figure_id,f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,20b67cab453ce43ff30bbb5a94d877ec185316e509a2348bf45b2a833570faaf,8,parsed,4,10,figure,Fig. 1,2,"Fig. 1. The island of Cura~ao and situation of the study as explained in the previous section. sites. Site Low and High are the respectively low and high sedimentation sites of the long-term stress experiment. SedDown and SedUp are the sites of the short-term sedi- Lesion position ment stress experiment, down-current and up-current of the artificial beach construction site. Main wind and current di- To assess the influence oflesion position on regen- rection are shown. 1 eration, lesions were inflicted on the tops and sides I I",lesion,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/f7335f31__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/f7335f31__rate__fig-<printed-label>_panel-<panel>.csv
DIG-f7335f31-rate,needs_figure_id,f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,20b67cab453ce43ff30bbb5a94d877ec185316e509a2348bf45b2a833570faaf,8,parsed,5,10,table,Table 1,5,"Table 1. Results of regression analyses and slope comparisons. Data were fitted to the line: Size = C * I Q<b""Timo>, in which C = constant, and b = slope. X0 = number of days till lesion closure according to regression line, N = number of data, R2 = coefficient of determination; Days = number of days included in regression; P,__ = Probability of regression, P,amp. Probability ofno difference between slopes:*** = P < 0.001, ** = P < 0.005, * = P < 0.025, n.s. = not significant.",lesion,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/f7335f31__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/f7335f31__rate__fig-<printed-label>_panel-<panel>.csv
DIG-c84ce087-growth,needs_figure_id,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,65ab2fc2bfd1493d19d9ace3a2426c4e55aee6f85fec96a57d13c6d59dfa0279,11,parsed,1,45,figure,Fig. 7,7,"Fig. 7. Montastrea annularis. Mean difference in growth tissue area of the core suppressed growth by approxi (mg cm-2 d""\ ± SE) between damaged and undamaged cores mately 32% during a period of at least 56 d. Growth relative to the time of lesion infliction. Horizontal line repre remained suppressed even after regeneration, in terms sent equal growth of lesion tissue recovery, stopped (Figs. 5 & 7). The for mation of septa, polyps and internal structures that Growth of both groups, i.e. undamaged cores and emerge when tissue regeneration slows down is prob regenerating cores, appeared to be decreasing ably responsible for the prolonged reduction of growth. A similar prolonged impact of damage has through time (Fig. 6). This was affirmed by an ANOVA on the growth data of the cores without a lesion been recorded as a decrease in skeletal extension over",growth|extension|skeletal|area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/c84ce087__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/c84ce087__growth__fig-<printed-label>_panel-<panel>.csv
DIG-c84ce087-growth,needs_figure_id,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,65ab2fc2bfd1493d19d9ace3a2426c4e55aee6f85fec96a57d13c6d59dfa0279,11,parsed,2,25,table,Table 3,7,"Table 3. Montastrea annularis. Repeated-measures ANOVA on the difference in growth between cores with and without a processes. Corals respond by diverting a considerable lesion through time. Time is partitioned into measurements amount of available energy to regeneration and this before lesions were made, measurements after lesions were reduces growth. Regeneration of damage in corals dif made, and an interaction between before and after, ""p < 0.05;fers between species and is affected by sedimentation, **p<0.01 bleaching, kind of damage and surface area of the lesion (Bak et al. 1977, Bak & Steward-van Es 1980, Source of variation SS df MS F Bak & Criens 1981, Bak 1983, Lester & Bak 1985, Meesters et al. 1992, Meesters & Bak 1993). Colony 95.60 19 5.03 6.22** 6.22"" Time 7.82 11 0.71 0.88 An intrinsic characteristic of the regeneration pro Before 0.07 1 0.10 0.12 cess appears to be the exponential decrease in lesion After 1.63 9 0.18 0.22 size (Bak 1983, Meesters et al. 1992). But this decrease Before x After 6.12 1 6.12 7.57"" Error 170.76 209 0.82 in size often ceases before lesions are completely Non-additivity 3.30 1 3.30 4.08* 4.08' closed; a simple exponential regression, as...",growth|area,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/c84ce087__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/c84ce087__growth__fig-<printed-label>_panel-<panel>.csv
DIG-c84ce087-growth,needs_figure_id,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,65ab2fc2bfd1493d19d9ace3a2426c4e55aee6f85fec96a57d13c6d59dfa0279,11,parsed,3,25,table,Table 4,7,"Table 4. Montastrea annularis. Repeated-measures ANOVA and regression of the growth of the cores without a lesion We do not know why regeneration stops before a through time (n = 240). Resulting linear regression equation: wound is fully closed. During the first week after lesion Growth = 3.36-(0.03xTime); r2 = 0.20. ""pcO.Ol; """"p<0.001 infliction the only organisms that settle in lesions are filamentous algae. They do not appear to slow down Source of variation SS df MS F regeneration. Corals are known to overgrow algae that have infested dead parts of colonies (Fishelson 1973, Cores 113.16 19 5.96 9.87""' Bak et al. 1977). Time 137.06 11 12.46 20.64""' Lesion size is important in regeneration, because Regression 74.26 1 74.26 11.87"" Deviations 62.79 10 6.28 10.40"""" lesions above a certain size will not be recovered by Error Error 126.16 209 0.60 new tissue and will be colonised by other organisms. Total 376.38 239 But even in large lesions there will be an initial phase of regeneration, an effort of the coral to close the",growth|linear,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/c84ce087__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/c84ce087__growth__fig-<printed-label>_panel-<panel>.csv
DIG-c84ce087-growth,needs_figure_id,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,65ab2fc2bfd1493d19d9ace3a2426c4e55aee6f85fec96a57d13c6d59dfa0279,11,parsed,4,15,figure,Fig. 2,5,"Fig. 2. Montastrea annularis. Mean growth of rando lected growth measurements (n = 30) in our data se to received radiation. Regression: Growth = 2.58 + (0.06 x Handling Light); r2 =0.67; p < 0.001 Handling included collecting, transporting to the laboratory, weighing and taking the corals back to the reef. Mean growth of 3 groups of colonies (2 cores per colony) handled 2, 4 or 8 times in 16 d is shown in",growth,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/c84ce087__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/c84ce087__growth__fig-<printed-label>_panel-<panel>.csv
DIG-c84ce087-growth,needs_figure_id,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,65ab2fc2bfd1493d19d9ace3a2426c4e55aee6f85fec96a57d13c6d59dfa0279,11,parsed,5,15,figure,Fig. 3,5,"Fig. 3. If there had been a handling effect, one would expect growth to be higher when a colony is handled less. Instead, mean growth for colonies sampled only once every 8 d was even less than for colonies in the other 2 treatments. However, there was no significant 2 4 8 difference in growth between the 3 handling intensi Interval ties (days) (Table 1). The overall mean growth was 3.60 mg cm-2 d""1 (SE = 0.20; range 1.78 to 5.45).",growth,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/c84ce087__growth__fig-<printed-label>_panel-<panel>.png,digitization/data/c84ce087__growth__fig-<printed-label>_panel-<panel>.csv
DIG-c84ce087-rate,needs_figure_id,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,65ab2fc2bfd1493d19d9ace3a2426c4e55aee6f85fec96a57d13c6d59dfa0279,11,parsed,1,65,figure,Fig. 7,7,"Fig. 7. Montastrea annularis. Mean difference in growth tissue area of the core suppressed growth by approxi (mg cm-2 d""\ ± SE) between damaged and undamaged cores mately 32% during a period of at least 56 d. Growth relative to the time of lesion infliction. Horizontal line repre remained suppressed even after regeneration, in terms sent equal growth of lesion tissue recovery, stopped (Figs. 5 & 7). The for mation of septa, polyps and internal structures that Growth of both groups, i.e. undamaged cores and emerge when tissue regeneration slows down is prob regenerating cores, appeared to be decreasing ably responsible for the prolonged reduction of growth. A similar prolonged impact of damage has through time (Fig. 6). This was affirmed by an ANOVA on the growth data of the cores without a lesion been recorded as a decrease in skeletal extension over",regeneration|recovery|lesion|tissue|area|time,candidate_review_needed,,,Select the exact printed figure/table label and panel before assigning clip/data paths.,digitization/figures/c84ce087__rate__fig-<printed-label>_panel-<panel>.png,digitization/data/c84ce087__rate__fig-<printed-label>_panel-<panel>.csv
