queue_id,queue_audit_status,source_id,paper_title,response_type,source_file_status,local_relpath,candidate_rows_reviewed,verified_candidate_rows,replacement_candidate_rows,rejected_candidate_rows,blocked_rows,recommended_candidate_count,recommended_candidates,recommended_candidate_text,rejected_original_candidates,needs_manual_visual_review,recommended_action
DIG-ad751939-survival,no_valid_candidate_found,ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,5,0,0,5,0,0,,,figure:Fig. 1:p2|table:Table 1:p4|table:Table 2:p4|figure:Fig. 2C:p5|table:Table 1:p5,no,Do not clip this response from figures/tables unless a later full-text review finds non-caption evidence.
DIG-b269f689-rate,audited_candidate_available,b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,5,2,3,0,0,2,figure:Fig. 1:p5|figure:Fig. 3:p11,"figure:Fig. 1:p5 :: Fig. 1. Regeneration and growth rates of inflicted injuries on fragments of the corals P. lutea and P. cylindrica under light intensity 30-70% PAR0 during winter, spring and summer periods. File, osmotic shock, cement, and Water-Pik injuries are compared; error bars represent mean +/- S.D.; inserts summarize statistical comparisons among recovery periods. || figure:Fig. 3:p11 :: Fig. 3. Regeneration and growth rates of damaged tissue in fragments of the corals P. lutea and P. cylindrica at different irradiance during winter and spring periods. Error bars represent mean +/- S.D.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-b2eaa7a6-rate,audited_candidate_available,b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,5,2,3,0,0,2,figure:Fig. 1:p4|figure:Fig. 2:p6,figure:Fig. 1:p4 :: Fig. 1. Lesion recovery as a function of time for shallow and deep water colonies of (a) Porites astreoides and (b) Stephanocoenia michelinii. || figure:Fig. 2:p6 :: Fig. 2. Regression slopes calculated at each time interval for the relation between percentage lesion area recovered versus water depth for (a) Porites astreoides and (b) Stephanocoenia michelinii. Bars indicate 95 percent confidence intervals.,,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-b9536b7f-rate,audited_candidate_available,b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,5,3,2,0,0,3,figure:Fig. 2:p8|table:Table 4:p11|table:Table 1:p7,"figure:Fig. 2:p8 :: Fig. 2. Mean regeneration of injuries (expressed as a percentage of the original injury size) for injury type and species after 12 and 24 days. Error bars represent 1 SE. || table:Table 4:p11 :: Table 4. A summary of the repeated measures analysis of covariance testing for differences in regeneration between A. hyacinthus and M. tuberculosa for breakage injuries (Between Subject Effects), and how these patterns change between censuses (Within Subject Effects) after the effect of amount of tissue available for regeneration (ATR) has been adjusted for. || table:Table 1:p7 :: Table 1. Summary of the repeated measures ANOVA testing for differences in regeneration between species and injury types (Between Subject Effects) and how these patterns change between censuses (Within Subject Effects).",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-c849a042-growth,audited_candidate_available,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,5,5,0,0,0,5,figure:Fig. 1:p3|figure:Fig. 2:p4|table:Table 2:p4|figure:Fig. 3:p5|figure:Fig. 4:p5,"figure:Fig. 1:p3 :: Fig. 1. Fungia granulosa. Corallum after experimental treatment: (a) 1 yr after coverage of the polyp's mouth and part of its corallum with putty; (b) close-up showing asexually derived anthocauli; (c) 6 mo after removal of tissue by air pick; (d) close-up of anthocauli developed 6 mo after tissue removal. || figure:Fig. 2:p4 :: Fig. 2. Fungia granulosa. Residual tissue developing into a new polyp: (a) new mouth developing 10 d after breakage; (b) new polyp at Day 14; (c) developed anthocaulus at 21 d, showing calyx, scleroseptae and tentacles. || table:Table 2:p4 :: Table 2. Fungia granulosa. Characteristics of survival, regeneration, and bud formation, following experimental breakage of various-sized fragments of coral raised under laboratory conditions. Large fragments were greater than 5 septae in thickness, medium-sized fragments were 2 to 5 septae in thickness, and small fragments were 1 septum in thickness. W: with mouth; WO: without mouth. || figure:Fig. 3:p5 :: Fig. 3. Fungia granulosa. Tissue fragment: (a) planula-like tissue ball 1 d after excision; (b) tissue ball 21 d after settlement in vitro. Note development of mouth, calyx and septae. || figure:Fig. 4:p5 :: Fig. 4. Fungia granulosa. Residual tissue: (a) decalcified bud developed from residual tissue, surrounded by remnant parental tissue; (b) histological section of the bud revealing tissue formation from parental tissues.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-c849a042-rate,audited_candidate_available,c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,5,3,2,0,0,3,table:Table 2:p4|figure:Fig. 2:p4|figure:Fig. 3:p5,"table:Table 2:p4 :: Table 2. Fungia granulosa. Characteristics of survival, regeneration, and bud formation, following experimental breakage of various-sized fragments of coral raised under laboratory conditions. Large fragments were greater than 5 septae in thickness, medium-sized fragments were 2 to 5 septae in thickness, and small fragments were 1 septum in thickness. W: with mouth; WO: without mouth. || figure:Fig. 2:p4 :: Fig. 2. Fungia granulosa. Residual tissue developing into a new polyp: (a) new mouth developing 10 d after breakage; (b) new polyp at Day 14; (c) developed anthocaulus at 21 d, showing calyx, scleroseptae and tentacles. || figure:Fig. 3:p5 :: Fig. 3. Fungia granulosa. Tissue fragment: (a) planula-like tissue ball 1 d after excision; (b) tissue ball 21 d after settlement in vitro. Note development of mouth, calyx and septae.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-c84ce087-growth,audited_candidate_available,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,5,2,3,0,0,2,figure:Fig. 7:p7|table:Table 3:p7,"figure:Fig. 7:p7 :: Fig. 7. Montastrea annularis. Mean difference in growth (mg cm-2 d-1, SE) between damaged and undamaged cores relative to the time of lesion infliction. Horizontal line represents equal growth. || table:Table 3:p7 :: Table 3. Montastrea annularis. Repeated-measures ANOVA on the difference in growth between cores with and without a lesion through time.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-c84ce087-rate,audited_candidate_available,c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,5,2,3,0,0,2,figure:Fig. 5:p6|table:Table 2:p6,figure:Fig. 5:p6 :: Fig. 5. Montastrea annularis. Mean lesion size (SE) at infliction of lesion and subsequently through time. The model Size = S0 + (Smax x 10^(slope x days)) is fitted to lesion-size data. || table:Table 2:p6 :: Table 2. Estimated parameters (SE) in the model Lesion size = S0 + (Smax x 10^(slope x days)). Parameters were estimated by iterative least-squares line fitting.,,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-d110a8f5-growth,audited_candidate_available,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,2,1,1,0,0,2,figure:Fig. 3:p4|figure:Fig. 2:p4,"figure:Fig. 3:p4 :: Fig. 3 Mean daily growth (cm, SE) of branches from fragmented and unfragmented staghorn colonies. White bars represent growth from the initial sampling period (24-39 d after fragmentation), and black bars represent growth from the complete sampling period (90-129 d after fragmentation). Data from both experiments were pooled for analysis. || figure:Fig. 2:p4 :: Fig. 2 Amount of tissue and skeleton (linear length) of staghorn branch tips and branches used in experiment 1 (a) and 2 (b). White bars represent new coral produced by fragmented donor branches; striped bars represent total linear length of all surviving branch tips; black bars represent new coral produced by unfragmented branches in control colonies.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-d110a8f5-survival,audited_candidate_available,d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,2,1,1,0,0,1,figure:Fig. 2:p4,figure:Fig. 2:p4 :: Fig. 2 Amount of tissue and skeleton (linear length) of staghorn branch tips and branches used in experiment 1 (a) and 2 (b). White bars represent new coral produced by fragmented donor branches; striped bars represent total linear length of all surviving branch tips; black bars represent new coral produced by unfragmented branches in control colonies.,,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-d17e3c0b-growth,audited_candidate_available,d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,2,2,0,0,0,2,table:Table 2:p4|table:Table 1:p3,"table:Table 2:p4 :: Table 2 Number of new polyps formed on the new layer on the cut surface 24 days after fragmentation. The rendered table also reports survival rate, linear extension rate, spawning ratio, and growth-rate comparisons among fragment size groups. || table:Table 1:p3 :: Table 1 Number of new polyps formed on the new layer on the cut surface 24 days after fragmentation. The rendered table also reports survival rate and number of polyps among fragment size groups.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-d17e3c0b-rate,no_valid_candidate_found,d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,2,0,0,2,0,0,,,table:Table 2:p4|table:Table 1:p3,no,Do not clip this response from figures/tables unless a later full-text review finds non-caption evidence.
DIG-d4f87f68-growth,audited_candidate_available,d4f87f68-6209-4973-bf99-fac310af5656,Coral-Damsel-Wounding-Manuscript.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Coral-Damsel-Wounding-Manuscript.pdf,5,0,5,0,0,1,figure:Fig. 3A:p12,figure:Fig. 3A:p12 :: Figure 3A. Coral skeletal growth rate by wound size and fish presence; panel A shows growth rate with points and treatment means plus 95% confidence intervals.,,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-d4f87f68-rate,audited_candidate_available,d4f87f68-6209-4973-bf99-fac310af5656,Coral-Damsel-Wounding-Manuscript.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Coral-Damsel-Wounding-Manuscript.pdf,5,0,5,0,0,1,figure:Fig. 2:p11,figure:Fig. 2:p11 :: Figure 2. Wound healing rate in Pocillopora fragments as a function of wound size and fish presence; points show coral fragments and large symbols show treatment means with 95% confidence intervals.,,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-d7f996dc-survival,audited_candidate_available,d7f996dc-c00b-423c-b424-965cd78f9d1b,Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,5,1,4,0,0,1,figure:Fig. 7:p12,"figure:Fig. 7:p12 :: Fig. 7. Mean size of injuries, artificially created on three scleractinian species (Acropora muricata, Porites cylindrica and Pocillopora damicornis), 1-133 days after injury.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-daec544d-growth,audited_candidate_available,daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,3,0,3,0,0,1,figure:Figure 5:p6,"figure:Figure 5:p6 :: Figure 5. Mean proportional change in total colony tissue cover proportion after 60 days for control (C) and wounded (W) fed and starved colonies of different symbiont states (aposymbiotic, symbiotic). Error bars signify standard error.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-daec544d-rate,audited_candidate_available,daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,3,0,3,0,0,1,figure:Figure 4:p6,figure:Figure 4:p6 :: Figure 4. Mean proportional change in wound surface area 60 days after lesions were induced. Error bars signify standard error.,,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-dde85c3e-growth,audited_candidate_available,dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",growth,local_pdf_available,"literature/META_ANALYSIS_POOL/Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",4,1,3,0,0,1,figure:Fig. 3:p4,"figure:Fig. 3:p4 :: Fig. 3. Acropora palmata. Growth rates of branches. Horizontal bar of each data point denotes experimental period. Vertical bars show SD. Growth of controls: closed circles. Growth of neoplasia branches: open circles, indicating branches with neoplasia closer (<) and farther (>) than 25 cm from tip of branch. Growth of branches with tissue lesions: open squares, and tissue+skeleton lesions: closed squares.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-dde85c3e-rate,audited_candidate_available,dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",rate,local_pdf_available,"literature/META_ANALYSIS_POOL/Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",4,2,2,0,0,2,figure:Fig. 5:p5|figure:Fig. 4:p4,"figure:Fig. 5:p5 :: Fig. 5. Acropora palmata. Surface area of lesions over time showing recovery rate. Tissue lesions: closed circles, tissue+skeleton lesions: open circles. || figure:Fig. 4:p4 :: Fig. 4. Rates of regeneration of tissue lesions (t, dashed lines) and tissue+skeleton lesions (ts, solid lines) expressed as percentage of lesions completely recovered. Coral species and depth of experimental colonies; Ap: Acropora palmata 2 m; Pa: Porites astreoides 10 m and 23 m; Ma: Montastrea annularis 10 m; Aa: Agaricia agaricites 10 m and 25 m.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-e2191f69-rate,audited_candidate_available,e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,5,4,1,0,0,4,figure:Fig. 1:p6|figure:Fig. 2:p8|figure:Fig. 3:p9|table:Table 4:p10,"figure:Fig. 1:p6 :: Fig. 1. A photographic series showing the recovery of the tissue and scraping injuries inflicted on Porites over time, where a = tissue injury and b = scraping injury. || figure:Fig. 2:p8 :: Fig. 2. The amount of regeneration of a central and edge injury for several common reef crest species over 71 days. The error bars are one standard error. || figure:Fig. 3:p9 :: Fig. 3. Percentage of injury regeneration over time for Porites australiensis and Acropora cytherea. The error bars are one standard error. || table:Table 4:p10 :: Table 4. (a) Linear extension of new growth for the two injury types (tissue removal and branch removal) inflicted on Acropora millepora and A. gemmifera. (b) Injury size and regeneration (percent of injury recovered) for the three injury types inflicted on A. millepora and A. gemmifera.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-ec19aed9-rate,audited_candidate_available,ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,5,4,1,0,0,4,figure:Fig. 5:p8|figure:Fig. 3:p6|table:Table 1:p4|figure:Fig. 4:p6,"figure:Fig. 5:p8 :: Fig. 5. Plots of the average effect of depth, colony size, inter-branch distance, bleaching history stress index, percent live coral tissue, and wound size on the time (in days) for wounds to heal in Pocillopora meandrina, based on a Generalized Linear Mixed Model. Gray bars show the 95% confidence interval on model estimates. || figure:Fig. 3:p6 :: Fig. 3. Chronological photographs of wound healing from an initial (April 2017) and subsequent (May 2017) broken branch of a Pocillopora meandrina colony. || table:Table 1:p4 :: Table 1. Site names with coordinates, number of Pocillopora meandrina colonies sampled, depth, colony bleaching history, average daily temperature, significant wave height, and time to heal wound. || figure:Fig. 4:p6 :: Fig. 4. Scatterplot comparing the number of days to heal an initial wound versus a subsequent wound for each Pocillopora meandrina colony.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-ec19aed9-survival,no_valid_candidate_found,ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,5,0,0,5,0,0,,,figure:Fig. 1:p4|table:Table 1:p4|table:Table 1:p4|figure:Fig. 2:p5|figure:Fig. 3:p6,no,Do not clip this response from figures/tables unless a later full-text review finds non-caption evidence.
DIG-f46ad039-growth,audited_candidate_available,f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,growth,local_pdf_available,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,4,0,4,0,0,1,figure:Fig. 5A-C:p4,"figure:Fig. 5A-C:p4 :: Fig. 5A-C Results of the experiment with P. porites. Bars represent means + 1 SE. Panels show macroalgal percent cover, coral growth as relative change in buoyant weight, and grazing scars on corals in the six treatment groups.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-f46ad039-survival,audited_candidate_available,f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,survival,local_pdf_available,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,4,1,3,0,0,1,figure:Fig. 2:p3,figure:Fig. 2:p3 :: Fig. 2 Results of the experiment with P. divaricata. Bars represent means + 1 SE; treatments with the same letter are not significantly different by Dunn post hoc pairwise comparisons. Surrounding text identifies the plotted response as 48-hour survivorship.,,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
DIG-f7335f31-rate,audited_candidate_available,f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,rate,local_pdf_available,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,5,4,1,0,0,4,figure:Fig. 2:p4|figure:Fig. 3:p5|table:Table 2:p6|table:Table 1:p5,"figure:Fig. 2:p4 :: Fig. 2. Regeneration of the four species used in the long-term sediment stress experiment. Lesion size is given as the mean size of all lesions at a certain time. Fitted regression lines are drawn in graphs. Low: low sedimentation site; High: high sedimentation site. || figure:Fig. 3:p5 :: Fig. 3. Regeneration of Montastrea annularis up-current (SedUp) and down-current (SedDown) of the construction site of an artificial beach. Lesion size is the mean size of all lesions at a given time. Fitted regression lines are drawn in graph. || table:Table 2:p6 :: Table 2. Life history characteristics. Comparison of regeneration, reproduction, growth, polyp position, sediment rejection, and competitive characteristics of the species used in this study. || table:Table 1:p5 :: Table 1. Results of regression analyses and slope comparisons. Data were fitted to the line Size = C * 10^(b*Time), with C, slope, days to lesion closure, sample size, R2, days included, and slope-comparison probabilities reported.",,no,"Confirm panel/axis details visually, then clip from recommended candidate(s)."
